gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2011020107,2011-10-22,6,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011020112,2011-10-24,52,2,2,39,2,1,26,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2011020157,2011-10-31,36,2,16,28,2,8,20,1,5,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,1,0,3,0,2,3,0,2
2011020197,2011-11-06,32,0,14,26,0,9,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,3,0,0
2011020278,2011-11-19,48,0,17,30,0,15,23,0,8,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
2011020359,2011-12-01,54,1,5,36,0,2,30,0,1,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,1,0,5,0,2,5,0,2
2011020422,2011-12-10,56,3,7,39,3,4,28,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2011020475,2011-12-17,37,3,5,24,3,5,17,2,4,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,3,0,1
2011020501,2011-12-22,40,1,6,27,0,6,20,0,6,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,5,0,2,5,0,2
2011020537,2011-12-28,40,3,6,25,2,4,19,2,2,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,4,0,0
2011020586,2012-01-05,37,0,2,23,0,2,21,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2011020649,2012-01-14,43,1,9,22,1,7,13,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,4,0,0
2011020737,2012-01-31,42,3,10,30,2,5,24,2,3,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2011020803,2012-02-09,34,1,7,20,1,5,14,1,2,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,2,1,0,3,0,0,3,0,0
2011020851,2012-02-16,35,3,8,22,3,4,15,3,4,4,0,0,3,0,0,2,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0
2011020909,2012-02-24,35,0,13,27,0,9,20,0,7,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,1,0,0,2,0,0,2
2011020953,2012-03-01,45,0,10,26,0,9,17,0,6,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,4,0,0,5,0,1,5,0,1
2011021003,2012-03-08,38,2,4,30,2,1,20,0,1,3,0,0,3,0,0,1,0,0,0,0,2,0,0,0,1,0,0,3,0,0,3,0,0
2011021038,2012-03-13,46,2,12,32,2,7,23,1,5,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0
2011021054,2012-03-15,45,0,13,31,0,10,25,0,7,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,6,0,0,4,0,1,4,0,1
2011021204,2012-04-05,36,6,2,31,4,2,27,3,1,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
