gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2019020015,2019-10-04,46,0,7,29,0,7,24,0,5,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
2019020035,2019-10-07,43,0,7,27,0,6,15,0,3,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2019020059,2019-10-11,41,2,1,26,2,1,20,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2019020068,2019-10-12,44,0,6,34,0,5,28,0,4,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2019020094,2019-10-16,52,1,3,39,0,3,30,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,6,0,0,6,0,0
2019020119,2019-10-19,54,0,0,45,0,0,34,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
2019020129,2019-10-21,48,4,9,32,4,7,22,3,6,2,1,0,2,1,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
2019020148,2019-10-24,47,0,5,29,0,4,22,0,2,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1
2019020165,2019-10-26,58,4,10,43,4,8,34,4,7,3,1,2,3,0,2,2,0,2,0,0,0,0,0,0,3,0,0,4,1,0,4,1,0
2019020189,2019-10-30,20,0,11,14,0,9,8,0,4,3,0,1,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
2019020211,2019-11-02,49,4,3,32,4,3,23,3,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,1,0,4,0,0,4,0,0
2019020227,2019-11-05,39,1,9,29,1,6,19,1,5,1,1,0,1,1,0,1,1,0,2,0,0,0,0,0,4,0,0,1,0,1,1,0,1
2019020246,2019-11-07,46,4,9,34,3,7,24,3,5,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0
2019020260,2019-11-09,46,2,13,32,2,11,27,2,7,3,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,0,5,1,0,4,1,1
2019020297,2019-11-15,49,5,4,34,4,2,24,2,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019020322,2019-11-19,58,0,9,40,0,6,28,0,4,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2019020337,2019-11-21,35,1,4,27,1,3,24,1,1,3,1,0,3,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2019020369,2019-11-25,52,2,0,39,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0
2019020384,2019-11-27,34,0,9,22,0,7,15,0,7,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2019020400,2019-11-29,37,3,13,27,3,7,23,2,6,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3
2019020429,2019-12-03,40,1,2,31,1,2,24,1,2,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
2019020444,2019-12-05,33,0,6,25,0,5,15,0,4,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
