gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2020020027,2021-01-16,25,1,10,21,0,9,15,0,4,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2020020087,2021-01-24,54,1,8,42,0,6,28,0,5,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0
2020020335,2021-02-27,58,0,0,46,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0
2020020490,2021-03-20,47,1,8,33,1,6,25,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,1,2,0,1
2020020521,2021-03-25,41,3,7,32,3,7,26,3,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1
2020020536,2021-03-27,36,0,1,24,0,1,19,0,1,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2020020566,2021-03-31,41,0,11,26,0,9,20,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,2,0,2,1,0,3
2020020581,2021-04-02,54,3,4,38,2,4,27,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,8,0,0,8,0,0
2020020608,2021-04-05,49,5,1,38,4,1,25,4,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0
2020020622,2021-04-07,61,1,2,43,1,0,33,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0
2020020646,2021-04-10,43,2,1,34,2,1,29,2,1,3,1,1,3,0,1,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0
2020020660,2021-04-12,43,0,6,33,0,4,22,0,2,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,5,0,0,2,0,3,2,0,3
2020020682,2021-04-15,9,0,1,7,0,1,5,0,1,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020020697,2021-04-18,36,3,5,23,3,5,17,3,4,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2020020726,2021-04-22,54,0,12,39,0,10,31,0,6,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1
2020020749,2021-04-24,34,4,12,26,3,10,16,2,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2,0,1,2,0,1
2020020775,2021-04-28,49,5,6,30,5,5,25,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,0,2,1,0,2,1,0
2020020806,2021-05-01,50,0,5,38,0,4,25,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0
2020020819,2021-05-03,34,1,12,23,1,10,15,1,7,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,3,0,1,2,0,2,2,0,2
2020020847,2021-05-06,38,0,7,29,0,6,19,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,1,3,0,0,3,0,0
2020020862,2021-05-08,41,2,3,28,2,2,19,2,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2020020741,2021-05-14,35,1,4,31,1,3,20,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0
2020030171,2021-05-20,28,1,17,20,1,15,18,1,11,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2020030172,2021-05-22,42,4,3,25,4,1,19,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2020030173,2021-05-24,47,3,5,33,3,2,27,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,5,0,0,5,0,0
2020030174,2021-05-25,49,1,12,31,1,9,25,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,0,3,0,0
2020030175,2021-05-27,49,0,2,37,0,2,29,0,1,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
2020030176,2021-05-29,59,2,6,37,2,6,23,2,6,1,0,2,1,0,2,0,0,1,0,0,0,0,0,0,12,1,0,3,0,1,3,0,1
2020030177,2021-05-31,38,1,2,30,1,2,21,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
