gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2018020012,2018-10-04,49,0,5,34,0,5,27,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018020023,2018-10-06,49,1,8,36,1,6,27,1,5,1,0,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,0
2018020041,2018-10-09,59,0,6,44,0,6,26,0,3,4,0,2,3,0,2,3,0,2,6,0,0,5,0,0,5,0,0
2018020076,2018-10-15,37,2,6,27,1,5,19,1,3,3,0,0,3,0,0,2,0,0,5,0,0,2,0,1,2,0,1
2018020100,2018-10-19,57,2,4,40,2,3,32,1,2,2,0,0,2,0,0,2,0,0,4,0,0,3,0,0,3,0,0
2018020128,2018-10-23,64,1,5,46,1,4,29,1,3,2,0,0,2,0,0,0,0,0,1,0,0,4,0,0,4,0,0
2018020140,2018-10-25,43,1,8,27,1,7,20,1,4,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0
2018020160,2018-10-28,37,0,8,28,0,7,19,0,3,3,0,0,3,0,0,3,0,0,3,0,1,0,0,0,0,0,0
2018020171,2018-10-30,54,4,5,40,3,5,31,3,1,1,0,0,1,0,0,0,0,0,11,0,0,2,0,0,2,0,0
2018020200,2018-11-03,60,2,7,42,1,6,28,1,3,2,0,1,2,0,1,2,0,1,2,1,0,5,0,0,5,0,0
2018020217,2018-11-06,42,0,10,31,0,7,26,0,7,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2018020244,2018-11-10,48,2,11,39,2,9,28,0,6,4,0,1,3,0,1,3,0,1,4,0,0,1,0,0,1,0,0
2018020286,2018-11-16,37,2,6,28,2,3,20,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018020303,2018-11-18,52,1,8,41,1,8,33,1,5,2,0,0,2,0,0,1,0,0,1,0,0,1,0,1,1,0,1
2018020309,2018-11-19,17,1,3,13,1,1,11,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2018020396,2018-12-01,42,1,13,30,1,8,20,1,4,1,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0
2018020440,2018-12-07,63,0,6,50,0,6,39,0,4,2,0,0,2,0,0,2,0,0,6,0,0,5,0,1,5,0,1
2018020460,2018-12-09,48,1,15,35,1,8,21,0,6,3,0,0,3,0,0,3,0,0,2,0,1,5,0,1,5,0,1
2018020478,2018-12-12,63,0,3,51,0,2,34,0,1,5,0,0,5,0,0,2,0,0,7,0,0,4,0,1,4,0,1
