gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2015020022,2015-10-10,43,1,7,28,1,6,21,1,3,2,0,1,1,0,1,1,0,1,1,1,1,2,0,2,2,0,2
2015020040,2015-10-13,41,1,11,31,1,11,21,1,8,2,0,1,2,0,1,2,0,1,4,0,1,5,0,0,5,0,0
2015020052,2015-10-15,52,0,3,34,0,2,25,0,2,1,0,0,1,0,0,1,0,0,5,0,1,2,0,0,2,0,0
2015020070,2015-10-17,29,0,16,14,0,12,8,0,11,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2015020087,2015-10-20,36,4,3,25,2,1,17,1,1,2,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0
2015020098,2015-10-22,41,1,8,31,0,6,22,0,3,1,0,1,1,0,1,1,0,1,1,0,0,2,0,0,2,0,0
2015020135,2015-10-28,44,1,7,30,1,6,20,1,3,2,0,0,2,0,0,2,0,0,5,0,0,3,0,0,3,0,0
2015020147,2015-10-30,38,0,12,32,0,9,24,0,6,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,2,0,1
2015020174,2015-11-03,33,1,4,28,1,3,21,1,0,5,0,0,5,0,0,3,0,0,1,1,0,1,0,0,1,0,0
2015020186,2015-11-05,52,2,9,36,2,6,26,1,2,0,0,1,0,0,1,0,0,1,7,0,0,4,0,0,4,0,0
2015020203,2015-11-07,31,1,12,26,1,9,20,1,4,1,0,1,1,0,1,0,0,1,5,0,0,0,0,1,0,0,1
2015020220,2015-11-10,43,1,3,36,1,3,24,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2015020232,2015-11-12,42,1,6,31,1,2,17,1,2,1,0,1,1,0,1,0,0,1,0,0,0,2,0,0,2,0,0
2015020276,2015-11-18,36,3,7,29,3,5,21,2,3,1,0,0,1,0,0,0,0,0,1,1,1,2,1,1,2,1,1
2015020298,2015-11-21,43,1,2,36,1,2,24,1,2,2,0,1,2,0,1,2,0,1,5,0,0,2,0,1,2,0,1
2015020311,2015-11-23,57,2,9,43,2,4,28,2,3,0,0,0,0,0,0,0,0,0,5,0,0,6,0,1,6,0,1
2015020322,2015-11-25,50,0,7,35,0,4,23,0,3,2,0,1,2,0,1,2,0,1,8,0,1,1,0,0,1,0,0
2015020334,2015-11-27,52,1,3,38,1,1,32,1,1,2,0,0,2,0,0,1,0,0,2,0,0,5,0,0,5,0,0
2015020343,2015-11-28,51,0,6,42,0,6,31,0,3,1,0,1,1,0,1,0,0,1,7,0,0,4,0,0,4,0,0
2015020375,2015-12-03,56,2,15,38,2,7,28,2,5,1,1,0,1,1,0,1,1,0,11,0,2,4,0,1,4,0,1
2015020388,2015-12-05,40,0,17,35,0,15,25,0,11,1,0,1,1,0,1,1,0,1,3,0,0,3,0,3,3,0,3
2015020409,2015-12-08,48,1,3,30,0,3,21,0,2,2,0,0,2,0,0,1,0,0,4,0,0,1,0,0,1,0,0
2015020438,2015-12-12,66,0,11,46,0,8,31,0,5,0,0,1,0,0,1,0,0,1,4,0,0,4,0,1,4,0,1
2015020449,2015-12-14,65,4,10,46,4,5,37,4,4,1,0,0,1,0,0,1,0,0,3,0,0,7,0,0,7,0,0
2015020464,2015-12-16,42,0,12,28,0,11,20,0,7,0,0,1,0,0,1,0,0,1,8,0,0,2,0,3,2,0,3
2015020478,2015-12-18,23,0,7,16,0,5,9,0,3,3,0,0,3,0,0,2,0,0,3,0,1,0,0,0,0,0,0
2015020497,2015-12-20,51,0,15,40,0,12,26,0,10,2,0,1,2,0,1,2,0,1,0,0,0,4,0,0,4,0,0
2015020519,2015-12-26,56,1,4,38,1,3,28,0,2,1,0,0,1,0,0,1,0,0,4,0,0,3,0,0,3,0,0
2015020535,2015-12-28,48,0,8,39,0,5,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2015020552,2015-12-30,45,1,9,32,1,6,20,1,6,2,0,0,2,0,0,1,0,0,1,0,0,2,0,1,2,0,1
2015020576,2016-01-02,52,0,6,40,0,3,27,0,2,2,0,2,2,0,2,2,0,2,0,0,0,1,0,0,1,0,0
2015020588,2016-01-05,44,1,7,30,1,5,23,0,4,1,0,1,1,0,1,1,0,1,2,0,0,1,0,0,1,0,0
2015020601,2016-01-07,54,3,16,38,2,14,24,2,9,1,0,0,1,0,0,1,0,0,3,1,0,2,0,1,2,0,1
2015020614,2016-01-09,45,2,15,33,2,9,21,2,3,3,0,0,3,0,0,3,0,0,4,1,0,1,0,0,1,0,0
2015020647,2016-01-14,49,1,8,36,1,5,24,1,5,0,0,1,0,0,1,0,0,1,5,1,0,4,0,1,4,0,1
2015020663,2016-01-16,17,2,7,14,2,6,9,2,5,2,1,0,2,0,0,2,0,0,0,1,0,2,0,1,2,0,1
2015020673,2016-01-17,30,2,5,22,2,4,19,0,3,2,0,0,2,0,0,2,0,0,6,0,0,1,0,0,1,0,0
2015020685,2016-01-19,55,0,12,36,0,9,28,0,7,2,0,1,2,0,1,2,0,1,1,0,0,8,0,2,8,0,2
2015020741,2016-01-27,49,2,15,35,2,7,28,2,2,3,0,1,2,0,1,1,0,1,4,0,0,4,0,0,4,0,0
2015020761,2016-02-04,59,0,12,30,0,8,18,0,8,2,0,0,2,0,0,2,0,0,2,0,0,5,0,2,5,0,2
2015020775,2016-02-06,33,2,4,26,1,2,23,0,1,1,0,1,1,0,1,1,0,1,3,0,0,1,0,0,1,0,0
