gameId,gameDate,cA_ev,cA_pp,cA_sh,fA_ev,fA_pp,fA_sh,sA_ev,sA_pp,sA_sh,gA_ev,gA_pp,gA_sh,apA_ev,apA_pp,apA_sh,asA_ev,asA_pp,asA_sh,mD_ev,mD_pp,mD_sh,mC_ev,mC_pp,mC_sh,rsA_ev,rsA_pp,rsA_sh,rbA_ev,rbA_pp,rbA_sh,rgA_ev,rgA_pp,rgA_sh
2015020008,2015-10-08,42,3,4,25,3,4,19,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
2015020044,2015-10-13,39,0,7,25,0,4,15,0,3,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2015020056,2015-10-15,38,1,12,28,0,6,20,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0
2015020076,2015-10-18,28,2,20,23,1,17,16,1,12,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,2,0,2,2,0,2
2015020111,2015-10-24,39,1,6,26,0,3,19,0,3,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2015020182,2015-11-04,21,0,0,17,0,0,15,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0
2015020231,2015-11-12,27,3,5,17,3,4,10,3,3,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0
2015020271,2015-11-17,49,0,14,37,0,10,30,0,7,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0
2015020363,2015-12-01,10,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015020384,2015-12-04,43,1,7,34,1,4,21,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1
2015020393,2015-12-05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015020424,2015-12-10,46,1,4,34,1,2,26,1,1,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0
2015020484,2015-12-19,50,0,15,37,0,13,26,0,12,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
2015020529,2015-12-27,69,0,9,50,0,7,32,0,5,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,7,0,0,5,0,2,5,0,2
2015020584,2016-01-04,42,1,4,33,1,4,28,1,3,1,0,2,1,0,2,1,0,1,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0
2015020613,2016-01-08,36,0,11,29,0,9,20,0,7,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1
2015020623,2016-01-09,47,1,13,35,1,9,20,1,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,1,2,0,1
2015020636,2016-01-12,43,2,3,28,0,3,21,0,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,7,0,0,7,0,0
2015020649,2016-01-14,43,1,9,31,1,4,21,1,2,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,6,0,0,4,0,0,4,0,0
2015020665,2016-01-16,44,1,30,35,1,25,33,1,15,2,0,1,2,0,1,2,0,0,0,0,0,0,0,0,3,1,0,2,0,4,2,0,4
2015020678,2016-01-18,55,1,14,41,1,10,30,1,7,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6,0,1,6,0,1
2015020690,2016-01-20,46,1,7,34,0,5,26,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2015020708,2016-01-22,59,1,14,43,0,12,32,0,9,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,3,0,2,3,0,2
2015020723,2016-01-24,42,0,3,28,0,3,22,0,3,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2015020750,2016-02-02,32,0,6,20,0,4,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2015020765,2016-02-04,41,1,5,33,1,4,27,1,4,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
2015020782,2016-02-06,34,1,28,28,1,24,21,0,18,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,5
2015020800,2016-02-09,55,1,12,40,1,8,25,1,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,5,0,0,5,0,0
2015020823,2016-02-12,46,0,7,40,0,6,29,0,3,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0
2015020838,2016-02-14,53,3,13,38,2,10,32,1,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0
2015020853,2016-02-16,35,0,13,25,0,7,14,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0
2015020864,2016-02-18,49,2,15,37,2,13,24,2,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
2015020881,2016-02-20,46,1,2,35,1,2,21,0,1,4,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,0,0
2015020892,2016-02-22,11,0,12,9,0,11,7,0,8,1,0,2,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,4,1,0,4
2015021075,2016-03-19,35,1,6,21,1,4,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2015021098,2016-03-22,46,0,18,34,0,16,25,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,3,0,1
2015021114,2016-03-25,31,0,1,23,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0
2015021145,2016-03-29,39,0,6,26,0,5,18,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2015021163,2016-04-01,32,4,11,26,3,9,16,2,5,4,0,1,4,0,1,3,0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,0,3
2015021186,2016-04-04,33,2,8,24,2,6,19,2,6,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
2015021210,2016-04-07,38,0,8,32,0,7,22,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015021226,2016-04-09,41,1,4,31,1,4,23,1,2,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2015030161,2016-04-13,50,3,15,36,2,10,26,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,2,0,2
2015030162,2016-04-15,45,0,11,34,0,10,23,0,5,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1
2015030163,2016-04-17,53,1,14,45,1,9,37,1,8,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,3,0,1,2,0,0,2,0,0
2015030164,2016-04-19,61,1,4,47,0,3,39,0,3,2,0,1,2,0,1,2,0,1,0,0,0,0,0,0,8,0,0,2,0,1,2,0,1
2015030165,2016-04-21,64,3,2,47,2,1,32,2,1,3,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2015030166,2016-04-23,47,0,6,36,0,6,30,0,5,3,0,2,3,0,2,1,0,2,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1
2015030167,2016-04-25,59,2,2,41,1,1,31,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0
2015030231,2016-04-29,62,0,10,54,0,7,38,0,4,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,4,0,2,7,0,0,7,0,0
2015030232,2016-05-01,61,2,7,39,1,7,29,1,4,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,1,0,1,1,0,1
2015030233,2016-05-03,42,5,6,33,4,1,22,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,5,0,0,5,0,0
2015030234,2016-05-05,40,1,3,32,1,3,24,1,3,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,7,0,0,4,0,0,4,0,0
2015030235,2016-05-07,60,1,4,41,0,4,25,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
2015030236,2016-05-09,7,1,1,7,1,1,6,0,1,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015030237,2016-05-11,70,0,17,42,0,11,25,0,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,0,2,3,0,2
2015030321,2016-05-15,49,0,7,37,0,5,27,0,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,0,0
2015030322,2016-05-17,36,1,12,24,1,10,16,0,7,1,0,2,1,0,2,1,0,2,0,0,0,0,0,0,4,0,0,3,0,1,3,0,1
2015030323,2016-05-19,35,1,3,20,1,3,12,1,1,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2015030326,2016-05-25,42,0,10,33,0,6,23,0,3,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,0,0,6,0,0,6,0,0
