seasonId,playerId,mP_ev,mP_pp,mP_sh,Offense_ev,Defense_ev,Offense_pp,Defense_pp,Offense_sh,Defense_sh,xOffense_ev,xDefense_ev,xOffense_pp,xDefense_pp,xOffense_sh,xDefense_sh
20102011,8446485,5.233333333333333,0,0,2.6723365821167786e-39,-1.2575140619337674e-39,-1.2828372450577739e-39,-3.5520616433326517e-39,1.4365422618025383e-39,-7.555713896952755e-40,9.826736642642636e-40,8.006883894482266e-40,-1.0097624744138501e-39,-3.625253993941909e-40,3.686573465724513e-40,-6.275728537724674e-39
20102011,8449645,10.2,3.9833333333333334,0,-9.538698000640916e-40,9.53869800064078e-40,1.1609878341819374e-38,-5.979730492579139e-39,-6.15215019832331e-41,4.8106396689666504e-40,-1.2150135320705224e-39,2.203024801069277e-40,4.0768776645012605e-39,-1.8917886256268196e-40,-5.851194714970024e-41,3.8076030681853315e-40
20102011,8450725,13.666666666666666,2.75,0,8.628809402560447e-39,1.7465557454485684e-39,-6.235773869605834e-40,-5.2750510564578965e-40,3.9829324193826236e-39,8.391058167566635e-39,1.1498199988233225e-39,-3.748711412705218e-39,-4.047604941780768e-39,-1.54530597014723e-39,1.4889288205670926e-39,4.83174942750544e-39
20102011,8455919,8.733333333333333,0.26666666666666666,0.7666666666666667,-1.4393354225348158e-39,4.9612040907945015e-40,2.6641924410072325e-39,1.3452701767000307e-40,-2.0958325008954773e-39,-9.624587068069196e-39,-5.385457454279642e-40,6.909089686046672e-40,5.930722972878035e-41,-9.639866019008582e-41,-4.693071266785035e-40,-1.1810007079276609e-39
20102011,8456283,13.483333333333333,0.15,5.216666666666667,-2.6164990316442317e-40,-5.3976401775677876e-39,-5.439229919044957e-39,6.9560311575708926e-40,6.665133191397869e-40,-2.513429063486409e-38,2.453132044243963e-40,-7.386610885917548e-40,-4.5167316909267445e-39,2.8252884787574244e-41,4.668063717775441e-40,-1.207367569992576e-38
20102011,8457063,16.666666666666668,5.416666666666667,1.0333333333333334,7.058190636711644e-39,-2.8137230761625346e-39,7.918263146248708e-38,3.998836866933945e-39,-7.729341247006064e-39,-1.4554191093273503e-38,3.205107538021612e-39,-1.5155355514129164e-39,3.800094599233629e-38,5.258179662843894e-39,-5.4570212105644455e-40,-8.139279769412801e-39
20102011,8457981,13.666666666666666,1.9333333333333331,0,4.8089836615020326e-39,-2.922553634591328e-39,7.658518605351061e-38,6.53560384636402e-39,-3.3221611070945863e-40,2.59774542124199e-39,-2.0972478391950064e-39,-3.192037083261705e-39,4.203324698267436e-38,-1.8890928112698244e-39,3.1735768304332183e-40,2.574268110805641e-39
20102011,8458361,14.633333333333333,5.666666666666667,0.03333333333333333,-1.0522902880516065e-39,5.806827813239124e-40,6.413886213023596e-39,6.912814201242132e-40,-1.156604237284782e-40,9.044002577657302e-40,-4.150073933620065e-40,-1.2013765733433848e-39,2.8942905226769032e-39,2.349108514280493e-41,-1.1000246064143641e-40,8.962266756138155e-40
20102011,8458520,16.666666666666668,0.9666666666666668,0,-6.0400855642922155e-40,-1.2824214704815126e-39,-1.513747949168173e-39,1.9358765957390684e-40,-1.3124587089756397e-41,1.0262697960462189e-40,-1.533582129951519e-41,-5.035034458652124e-40,-7.867939730927466e-40,-1.2808791618903672e-39,-1.2482548725269384e-41,1.016994809207167e-40
20102011,8458525,17.316666666666666,0.6666666666666666,0.45,-2.3564486828790248e-39,1.8848411761513293e-39,-1.7127981104987028e-38,-1.021203006666711e-38,-1.4738349253509385e-39,2.571808031958447e-38,-3.4335942942653725e-39,4.4468592672755486e-39,-2.0532209065579058e-39,9.520124827589387e-40,-2.802417405333655e-39,1.5668964936993548e-38
20102011,8458529,14.816666666666666,4.366666666666666,0.31666666666666665,-3.479191171612219e-39,-2.9366888220926838e-40,-3.37979498182013e-38,8.210029249168359e-39,-9.375876902244729e-40,7.331414855505165e-39,-7.402841077958845e-40,-8.728328545370414e-40,1.0843012626905866e-39,-2.38031924230591e-39,-8.917220745614302e-40,4.594020312090737e-39
20102011,8458537,12.7,2.1333333333333333,0,2.404082706418015e-39,-9.89260186235e-40,4.0758146968825057e-38,2.6488652322425846e-39,-4.093230598617774e-40,-5.1544005553546306e-40,6.222841207385786e-40,-3.299248568244598e-39,2.6132913173159106e-38,1.786109506509702e-39,-3.6239240020465595e-40,2.765956634651573e-39
20102011,8458541,10.216666666666669,0.25,1.7166666666666666,2.3244952713636882e-39,5.0514976900240176e-40,-3.9062394112009206e-39,4.995545961038528e-40,2.3027650097264632e-39,7.335523884218097e-39,-1.6349734359555997e-39,2.1218054570142356e-39,-7.797610727826735e-40,4.554269805622973e-40,5.383002325800555e-40,2.5206451031828308e-39
20102011,8458543,15.8,0,3.1,6.877709679708663e-40,7.270515522121762e-40,-9.941988649197748e-40,1.271444374320151e-40,2.3413184843026215e-39,-7.830418796188892e-39,-1.6390008918437367e-39,8.348910677854177e-40,-5.156391749437354e-40,1.1156824391944319e-40,1.4910594505928286e-39,2.126027138991674e-39
20102011,8458590,15.966666666666669,3.4833333333333334,0.25,-1.1811008420751846e-39,6.368783416079714e-39,-5.001861409055391e-39,2.7122475697793744e-39,-2.6993432448569418e-39,1.3004160648438334e-38,5.174549801459529e-39,9.060126358265589e-40,1.8969263310759003e-38,-8.477617019227433e-39,3.8830285894460385e-40,1.073667079186215e-38
20102011,8458637,13.466666666666669,0,2.683333333333333,-8.022339739164151e-40,1.2738414806441196e-39,-5.868980396139309e-39,7.505623241954443e-40,1.0847752253827201e-38,8.440867798433631e-39,-1.9787116237020015e-39,-1.9823954078366162e-39,-5.646899449781522e-39,3.3878726756359325e-40,7.0844237054362905e-40,5.306624567918176e-39
20102011,8458938,18.4,1.35,0.36666666666666664,-1.8944586255421297e-39,3.7808886524528604e-39,1.0290561124657062e-38,7.324119620609818e-39,-1.1143290916015344e-39,-2.2357449285625582e-38,2.093619958644908e-39,-1.501395864010785e-39,2.486470914831606e-39,1.6919002643463993e-39,-1.217137527031776e-40,-1.512012431347734e-39
20102011,8458943,14.016666666666667,2.0166666666666666,0,3.1266451451165416e-39,1.7460740197720118e-40,3.272940107879178e-39,3.0797360082925526e-39,-3.1170894338171427e-40,2.4373907656097684e-39,-1.2004141332683043e-39,-3.5175939943495656e-39,8.59840201117657e-39,-2.127088444673087e-39,-2.9646053222514782e-40,2.3617989509036777e-39
20102011,8458951,16.833333333333332,7.633333333333334,3.95,-4.466657975505187e-39,-1.6642396119547255e-39,1.4890535220812657e-38,2.1550526429905133e-39,-1.848705944102104e-39,2.636530550858974e-39,-1.3814895133645486e-39,-9.2153821965794e-40,5.364274683903554e-39,-9.57669470093391e-39,-2.4328776646911624e-39,-1.0821110473341074e-38
