playerId,mP_2_all,x_2_all,y_2_all,CorsiA_2_all,FenwickA_2_all,SOGA_2_all,GA_2_all,xGA_2_all,mP_3_all,x_3_all,y_3_all,CorsiA_3_all,FenwickA_3_all,SOGA_3_all,GA_3_all,xGA_3_all
8470594,2232.6666666666665,58.28839922229423,-0.47893713545042127,1543,1543,1056,111,101.6229858041428,0,NA,NA,0,0,0,0,0
8471734,1582.7333333333333,59.31940818102698,0.7145343777197564,1149,1149,771,69,76.7557110764818,0,NA,NA,0,0,0,0,0
8473503,1352.4,60.01821668264621,-0.058485139022051776,1043,1043,727,70,72.46540486612739,0,NA,NA,0,0,0,0,0
8473575,1594.7333333333333,59.89533932951758,0.5568274734260016,1223,1223,837,69,79.30129127723032,289.15,58.00387596899225,2.251937984496124,258,258,152,13,15.475133511079713
8474593,2831.116666666667,61.33897461423594,-0.22100547536087606,2009,2009,1379,131,141.84985222427355,0,NA,NA,0,0,0,0,0
8474596,1986.8833333333334,61.08855850032321,0.32385261797026504,1547,1547,1087,114,108.52018827273564,0,NA,NA,0,0,0,0,0
8474636,57.8,55.55769230769231,2.75,52,52,36,3,2.905622342711171,0,NA,NA,0,0,0,0,0
8474889,1169.6666666666667,60.368728121353556,1,857,857,574,56,57.52757360272686,0,NA,NA,0,0,0,0,0
8475311,1866.5333333333333,58.499278499278496,0.49134199134199136,1386,1386,940,103,90.97507559374577,0,NA,NA,0,0,0,0,0
8475660,3116.116666666667,59.26286248830683,-0.41253507951356405,2138,2138,1491,130,135.77392175736318,181,61.080536912751676,0.6308724832214765,149,149,115,16,12.323270214922491
8475683,3414.233333333333,57.582102908277406,0.1087248322147651,2235,2235,1584,135,142.34895225191175,1419.5333333333333,58.028446389496715,-0.23304157549234136,914,914,583,55,58.477657322975496
8475717,1296.35,60.85421686746988,0.927710843373494,830,830,581,53,53.96251463222566,135.91666666666666,55.916666666666664,4.15625,96,96,59,5,5.82229479767846
8475789,266.78333333333336,64.30541871921183,0.9458128078817734,203,203,157,20,16.732820296535042,0,NA,NA,0,0,0,0,0
8475809,1789.1333333333334,58.50698438783895,-0.4305669679539852,1217,1217,844,85,74.3814618811008,0,NA,NA,0,0,0,0,0
8475831,1996.6,58.0796783625731,0.4283625730994152,1368,1368,941,95,86.01106054893441,0,NA,NA,0,0,0,0,0
8475839,60,59.770833333333336,0.5625,48,48,26,1,2.685899483779786,0,NA,NA,0,0,0,0,0
8475852,3152.6666666666665,60.37679376793768,0.3808938089380894,2439,2439,1725,160,165.33817493808152,0,NA,NA,0,0,0,0,0
8475883,912.8833333333333,59.112794612794616,0.5791245791245792,594,594,410,28,39.452883663261744,641.9,60.29176470588235,1.5458823529411765,425,425,267,28,26.34423348880305
8476316,1351.0333333333333,59.49240780911063,0.5336225596529284,922,922,620,45,56.23664648767547,18,57.666666666666664,4.333333333333333,6,6,4,0,0.31994656457595216
8476341,1569.75,59.340823970037455,0.398876404494382,1068,1068,765,84,74.94146691715484,0,NA,NA,0,0,0,0,0
8476412,3291.483333333333,61.50757870190439,1.0750097162844927,2573,2573,1786,156,173.62403925823023,0,NA,NA,0,0,0,0,0
8476433,119.88333333333334,62.45882352941177,-2.4,85,85,64,5,5.904605404228259,0,NA,NA,0,0,0,0,0
8476434,2561.483333333333,60.6234756097561,0.9903455284552846,1968,1968,1343,151,140.9170886299287,0,NA,NA,0,0,0,0,0
8476876,60,60.867924528301884,-1.471698113207547,53,53,35,3,4.348764250440086,0,NA,NA,0,0,0,0,0
8476883,3062.866666666667,59.792307692307695,-0.010576923076923078,2080,2080,1477,148,128.49784866361102,298.1,60.38288288288288,1.6756756756756757,222,222,156,16,15.923700521005633
8476904,119.58333333333333,61.94565217391305,4,92,92,60,5,5.995940592175164,0,NA,NA,0,0,0,0,0
8476914,3080.4666666666667,60.25644567219153,0.6141804788213628,2172,2172,1522,168,144.12555406897903,0,NA,NA,0,0,0,0,0
8476932,1506.45,59.5293542074364,0.9246575342465754,1022,1022,684,51,57.2224776077024,34.833333333333336,65.1,-0.5666666666666667,30,30,19,3,2.822731373931398
8476945,3567.3333333333335,59.10739299610895,-0.2906614785992218,2570,2570,1798,142,159.10415693136162,275.28333333333336,63.31666666666667,1.4083333333333334,240,240,178,24,16.754286808602775
8476999,2400.133333333333,59.79898074745187,0.5283125707814269,1766,1766,1208,103,110.3610740068015,77.01666666666667,56.91228070175438,6.105263157894737,57,57,44,5,3.956003249838729
8477035,360.21666666666664,58.90943396226415,-1.7962264150943397,265,265,185,20,18.005512964022515,0,NA,NA,0,0,0,0,0
8477293,1265.1833333333334,58.87994350282486,0.23163841807909605,708,708,493,63,51.78778061734744,0,NA,NA,0,0,0,0,0
