playerId,iFenwickA_2,iFenwickA_3,iSOGA_2,iSOGA_3,iGA_2,iGA_3,ixGA_2,ixGA_3,iGSaX_2,iGSaX_3,d_2,d_3,a_2,a_3,gamesPlayed_2,minsPlayed_2,gamesPlayed_3,minsPlayed_3,iFenwickA_2_per82,iSOGA_2_per82,iGA_2_per82,ixGA_2_per82,iGSaX_2_per82,iFenwickA_3_per82,iSOGA_3_per82,iGA_3_per82,ixGA_3_per82,iGSaX_3_per82,iFenwickA_2_per60,iSOGA_2_per60,iGA_2_per60,ixGA_2_per60,iGSaX_2_per60,iFenwickA_3_per60,iSOGA_3_per60,iGA_3_per60,ixGA_3_per60,iGSaX_3_per60,iFenwickA_2_pct,iSOGA_2_pct,iGA_2_pct,ixGA_2_pct,iGSaX_2_pct,iFenwickA_3_pct,iSOGA_3_pct,iGA_3_pct,ixGA_3_pct,iGSaX_3_pct
8476412,850,0,588,0,77,0,58.92862406373024,0,-18.07137593626976,0,36.02384448625978,NA,32.74975038285691,NA,25,1358.7666666666667,0,0,2788,1928.6399999999999,252.56,193.28588692903517,-59.27411307096481,0,0,0,0,0,37.534038220935656,25.964722910482546,3.400142285896524,2.602152032841411,-0.797990253055113,0,0,0,0,0,55.932203389830505,59.32203389830508,89.83050847457628,57.6271186440678,0,NA,NA,NA,NA,NA
8476434,954,0,619,0,66,0,68.7844997048378,0,2.784499704837799,0,34.30654554111087,NA,32.073972823481824,NA,25,1450.6,0,0,3129.12,2030.3200000000002,216.48000000000002,225.61315903186798,9.133159031867981,0,0,0,0,0,39.45953398593686,25.60319867640976,2.7299048669516064,2.8450778865919397,0.11517301964033362,0,0,0,0,0,69.49152542372882,69.49152542372882,77.96610169491525,71.1864406779661,44.06779661016949,NA,NA,NA,NA,NA
8476883,938,0,630,0,55,0,68.84975284337997,0,13.849752843379974,0,35.85702555951169,NA,32.12776760674693,NA,26,1537.0666666666666,0,0,2958.3076923076924,1986.923076923077,173.46153846153845,217.1415281983522,43.679989736813766,0,0,0,0,0,36.61519777931992,24.59229701596114,2.1469465648854964,2.687577097460183,0.5406305325746867,0,0,0,0,0,67.79661016949152,71.1864406779661,55.932203389830505,72.88135593220339,91.52542372881356,NA,NA,NA,NA,NA
8476899,164,0,102,0,8,0,11.689217805862427,0,3.6892178058624268,0,36.136845954842954,NA,33.20550204858226,NA,5,216.88333333333333,0,0,2689.6,1672.8,131.20000000000002,191.70317201614378,60.5031720161438,0,0,0,0,0,45.37001460078383,28.217935910243604,2.213171443940675,3.2337803812421995,1.0206089373015244,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8476914,605,0,417,0,49,0,44.24113592505455,0,-4.75886407494545,0,34.500170494354386,NA,33.92025590679525,NA,15,817.6666666666666,0,0,3307.3333333333335,2279.6,267.8666666666667,241.85154305696486,-26.01512360970179,0,0,0,0,0,44.39461883408072,30.59926620464737,3.5955972278842236,3.2463939936852095,-0.34920323419901383,0,0,0,0,0,25.423728813559322,32.20338983050847,37.28813559322034,22.033898305084744,10.16949152542373,NA,NA,NA,NA,NA
8476932,525,0,353,0,41,0,36.75113147497177,0,-4.248868525028229,0,34.960322825097265,NA,32.69424533723566,NA,13,701.2166666666667,0,0,3311.538461538462,2226.6153846153848,258.6153846153846,231.8148293036681,-26.80055531171652,0,0,0,0,0,44.92192142228983,30.204644308701543,3.508188149169301,3.144631314855094,-0.3635568343142068,0,0,0,0,0,6.779661016949152,8.47457627118644,23.728813559322035,5.084745762711865,13.559322033898304,NA,NA,NA,NA,NA
8476945,907,0,592,0,55,0,66.95995706319809,0,11.95995706319809,0,32.709456725696946,NA,33.15072747493049,NA,24,1435.7333333333333,0,0,3098.9166666666665,2022.6666666666667,187.91666666666666,228.77985329926014,40.86318663259347,0,0,0,0,0,37.90397473997028,24.739970282317977,2.298476968796434,2.7982894389337982,0.4998124701373644,0,0,0,0,0,64.40677966101694,62.71186440677966,55.932203389830505,67.79661016949152,83.05084745762711,NA,NA,NA,NA,NA
8476999,1004,0,687,0,82,0,70.47061598300934,0,-11.529384016990662,0,34.37522815473336,NA,34.47229881654938,NA,28,1665.85,0,0,2940.285714285714,2011.9285714285713,240.14285714285714,206.3782325216702,-33.76462462118694,0,0,0,0,0,36.16171924242879,24.744124621064323,2.95344718912267,2.538185886472708,-0.4152613026499623,0,0,0,0,0,72.88135593220339,81.35593220338984,98.30508474576271,74.57627118644068,1.694915254237288,NA,NA,NA,NA,NA
8477424,1209,0,831,0,85,0,90.15904530882835,0,5.159045308828354,0,34.125019945461084,NA,32.48531766653241,NA,33,1921.0166666666667,0,0,3004.181818181818,2064.909090909091,211.21212121212122,224.03156713102805,12.819445918906817,0,0,0,0,0,37.76125489107331,25.955006463591328,2.6548442231110263,2.8159790658746853,0.16113484276365878,0,0,0,0,0,96.61016949152543,98.30508474576271,100,96.61016949152543,54.23728813559322,NA,NA,NA,NA,NA
8477465,708,0,467,0,44,0,52.11682736873627,0,8.116827368736267,0,33.06318991465131,NA,32.4549017460009,NA,17,966.8,0,0,3415.0588235294117,2252.5882352941176,212.23529411764707,251.38704966096316,39.15175554331611,0,0,0,0,0,43.938767066611504,28.982209350434424,2.7306578402978903,3.234391437861167,0.5037335975632768,0,0,0,0,0,40.67796610169492,45.76271186440678,27.11864406779661,44.06779661016949,62.71186440677966,NA,NA,NA,NA,NA
8477480,595,0,395,0,45,0,43.16372346878052,0,-1.8362765312194824,0,34.36397588512445,NA,35.17094297472029,NA,16,876.15,0,0,3049.375,2024.375,230.625,221.21408277750015,-9.410917222499847,0,0,0,0,0,40.74644752610855,27.050162643382983,3.0816640986132513,2.9559132661380256,-0.12575083247522564,0,0,0,0,0,22.033898305084744,25.423728813559322,30.508474576271187,20.33898305084746,20.33898305084746,NA,NA,NA,NA,NA
8477831,40,0,28,0,3,0,2.226082742214203,0,-0.7739172577857971,0,37.04560673140318,NA,41.214420561209536,NA,1,58.56666666666667,0,0,3280,2296,246,182.53878486156464,-63.461215138435364,0,0,0,0,0,40.97894137734775,28.685258964143426,3.073420603301081,2.280562854858034,-0.7928577484430477,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8477967,728,0,462,0,44,0,54.46566027402878,0,10.465660274028778,0,32.57722646076195,NA,34.386062455900955,NA,19,1095.8666666666666,0,0,3141.8947368421054,1993.8947368421052,189.89473684210526,235.06232328791367,45.16758644580841,0,0,0,0,0,39.85886360871152,25.295048059374622,2.4090521961309164,2.9820595112924875,0.5730073151615709,0,0,0,0,0,44.06779661016949,42.3728813559322,27.11864406779661,45.76271186440678,74.57627118644068,NA,NA,NA,NA,NA
8477968,688,0,466,0,49,0,46.03748571872711,0,-2.962514281272888,0,35.81438520336493,NA,32.74265366783938,NA,19,1074.1333333333334,0,0,2969.2631578947367,2011.157894736842,211.47368421052633,198.68809625976965,-12.785587950756675,0,0,0,0,0,38.43098311817279,26.03028798411122,2.7370903674280034,2.5716073204353522,-0.1654830469926514,0,0,0,0,0,38.983050847457626,44.06779661016949,37.28813559322034,28.8135593220339,16.94915254237288,NA,NA,NA,NA,NA
8477970,412,0,280,0,34,0,31.93982571363449,0,-2.060174286365509,0,33.61949778240666,NA,32.11914631744646,NA,12,698.3833333333333,0,0,2815.3333333333335,1913.3333333333333,232.33333333333334,218.25547570983568,-14.077857623497644,0,0,0,0,0,35.39603369687134,24.055556881368876,2.9210319070233637,2.744036765126224,-0.1769951418971394,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8477992,626,0,413,0,43,0,44.30382168292999,0,1.3038216829299927,0,37.419867408023514,NA,32.8763268331583,NA,17,973.9333333333333,0,0,3019.529411764706,1992.1176470588234,207.41176470588235,213.70078694119175,6.2890222353093765,0,0,0,0,0,38.565267985488404,25.443219932918065,2.6490519542747624,2.729375009558286,0.08032305528352342,0,0,0,0,0,32.20338983050847,30.508474576271187,25.423728813559322,23.728813559322035,33.89830508474576,NA,NA,NA,NA,NA
8478007,648,0,440,0,54,0,47.83259952068329,0,-6.167400479316711,0,34.29370369821366,NA,31.038755475644905,NA,14,802.9333333333333,0,0,3795.4285714285716,2577.142857142857,316.2857142857143,280.162368621145,-36.123345664569314,0,0,0,0,0,48.42245101295251,32.87944204583196,4.035204251079376,3.5743390541858986,-0.46086519689347727,0,0,0,0,0,35.59322033898305,35.59322033898305,50.847457627118644,35.59322033898305,5.084745762711865,NA,NA,NA,NA,NA
8478009,1007,0,676,0,61,0,81.65851867198944,0,20.65851867198944,0,32.12009837881479,NA,30.919339225850013,NA,25,1496.55,0,0,3302.96,2217.2799999999997,200.07999999999998,267.8399412441254,67.75994124412536,0,0,0,0,0,40.37285757241656,27.102335371354116,2.4456249373559187,3.2738706493731358,0.8282457120172173,0,0,0,0,0,74.57627118644068,79.66101694915254,66.10169491525424,86.4406779661017,98.30508474576271,NA,NA,NA,NA,NA
8478024,332,0,224,0,26,0,24.724723637104034,0,-1.2752763628959656,0,33.98895420162718,NA,33.43111643031291,NA,9,480.6333333333333,0,0,3024.8888888888887,2040.888888888889,236.88888888888889,225.2697042491701,-11.619184639718798,0,0,0,0,0,41.44531520909911,27.963104237464457,3.2457174561342677,3.0865179656555424,-0.15919949047872514,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8478048,1379,0,899,0,81,0,97.33057951927185,0,16.33057951927185,0,35.183858021080724,NA,32.91028099899788,NA,34,2006,0,0,3325.823529411765,2168.176470588235,195.35294117647058,234.73845648765564,39.38551531118505,0,0,0,0,0,41.24626121635095,26.889332003988034,2.4227318045862414,2.9111838340759277,0.4884520294896865,0,0,0,0,0,100,100,94.91525423728814,100,94.91525423728814,NA,NA,NA,NA,NA
8478406,604,0,394,0,30,0,41.30610391497612,0,11.30610391497612,0,35.35501942131739,NA,33.47876688196495,NA,16,870.1666666666666,0,0,3095.5,2019.25,153.75,211.69378256425261,57.943782564252615,0,0,0,0,0,41.64719402413331,27.167209346868415,2.0685692396092703,2.848151198887455,0.7795819592781849,0,0,0,0,0,23.728813559322035,23.728813559322035,3.389830508474576,15.254237288135593,81.35593220338984,NA,NA,NA,NA,NA
8478435,954,0,609,0,55,0,64.11049830913544,0,9.110498309135437,0,35.19249520216424,NA,33.778818001248055,NA,25,1493.3833333333334,0,0,3129.12,1997.52,180.4,210.2824344539642,29.882434453964233,0,0,0,0,0,38.32907380333248,24.467930761246834,2.2097474414919143,2.5757819929342496,0.3660345514423353,0,0,0,0,0,69.49152542372882,67.79661016949152,55.932203389830505,64.40677966101694,64.40677966101694,NA,NA,NA,NA,NA
8478470,570,0,373,0,51,0,47.160267651081085,0,-3.839732348918915,0,33.81817572991791,NA,32.05325446164219,NA,17,931.8,0,0,2749.4117647058824,1799.1764705882354,246,227.47893808168524,-18.521061918314764,0,0,0,0,0,36.703155183515776,24.01802962009015,3.2839665164198326,3.03672038963819,-0.24724612678164296,0,0,0,0,0,15.254237288135593,16.94915254237288,45.76271186440678,33.89830508474576,15.254237288135593,NA,NA,NA,NA,NA
8478499,136,0,89,0,10,0,9.202532172203064,0,-0.797467827796936,0,37.95191427711402,NA,32.225892569917114,NA,5,219.68333333333334,0,0,2230.4,1459.6000000000001,164,150.92152762413025,-13.078472375869751,0,0,0,0,0,37.144374478415905,24.30771565131629,2.7312040057658753,2.513399273191035,-0.21780473257484026,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8478872,1104,0,720,0,76,0,81.94005039334297,0,5.940050393342972,0,35.87142229485244,NA,31.90657086148127,NA,32,1867.2666666666667,0,0,2829,1845,194.75,209.97137913294137,15.221379132941365,0,0,0,0,0,35.474311828340895,23.135420757613623,2.4420721910814382,2.6329410315972965,0.19086884051585828,0,0,0,0,0,86.4406779661017,86.4406779661017,88.13559322033898,88.13559322033898,57.6271186440678,NA,NA,NA,NA,NA
8478916,1026,0,659,0,64,0,67.71296399831772,0,3.7129639983177185,0,35.35413918687627,NA,35.647543607266734,NA,26,1509.7333333333333,0,0,3235.846153846154,2078.3846153846152,201.84615384615387,213.55627107161743,11.710117225463573,0,0,0,0,0,40.77541287644617,26.19005563896494,2.543495540051223,2.6910565927089087,0.14756105265768552,0,0,0,0,0,76.27118644067797,72.88135593220339,74.57627118644068,69.49152542372882,50.847457627118644,NA,NA,NA,NA,NA
8478971,160,0,111,0,13,0,11.757891297340393,0,-1.242108702659607,0,31.501447504295523,NA,34.17164896130696,NA,5,297.9166666666667,0,0,2624,1820.3999999999999,213.20000000000002,192.82941727638243,-20.370582723617556,0,0,0,0,0,32.22377622377623,22.355244755244755,2.618181818181818,2.368022862681142,-0.2501589555006761,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8479193,637,0,420,0,37,0,46.328488528728485,0,9.328488528728485,0,34.112874016646366,NA,33.94259545268149,NA,17,1004.2166666666667,0,0,3072.5882352941176,2025.8823529411766,178.47058823529412,223.46682702092562,44.99623878563152,0,0,0,0,0,38.05951570876139,25.094186181600914,2.2106783064743665,2.7680374206001783,0.557359114125812,0,0,0,0,0,33.89830508474576,33.89830508474576,15.254237288135593,30.508474576271187,66.10169491525424,NA,NA,NA,NA,NA
8479292,525,0,345,0,39,0,40.29046881198883,0,1.2904688119888306,0,33.86303192828158,NA,32.436904863292085,NA,14,823.2333333333333,0,0,3075,2020.7142857142858,228.42857142857142,235.98703161307745,7.558460184506008,0,0,0,0,0,38.26375673158683,25.144754423614206,2.8424505000607363,2.9365041851876703,0.09405368512693424,0,0,0,0,0,6.779661016949152,6.779661016949152,20.33898305084746,11.864406779661017,32.20338983050847,NA,NA,NA,NA,NA
8479312,887,0,577,0,54,0,59.680400997400284,0,5.680400997400284,0,36.710891768926295,NA,33.20656877173032,NA,21,1147.4333333333334,0,0,3463.5238095238096,2253.047619047619,210.85714285714286,233.037756275563,22.180613418420155,0,0,0,0,0,46.381779624088544,30.17168753449728,2.82369346076751,3.1207251487470735,0.29703168797956336,0,0,0,0,0,62.71186440677966,57.6271186440678,50.847457627118644,59.32203389830508,55.932203389830505,NA,NA,NA,NA,NA
8479361,582,0,389,0,31,0,38.80709767341614,0,7.807097673416138,0,35.181240099637506,NA,34.71596476816247,NA,16,891.05,0,0,2982.75,1993.625,158.875,198.8863755762577,40.011375576257706,0,0,0,0,0,39.18971999326637,26.19381628415914,2.0874249480949443,2.6131259305369716,0.5257009824420271,0,0,0,0,0,18.64406779661017,20.33898305084746,5.084745762711865,8.47457627118644,61.016949152542374,NA,NA,NA,NA,NA
8479394,367,0,239,0,28,0,26.257513105869293,0,-1.7424868941307068,0,33.74045011835664,NA,35.685337504808516,NA,11,650.9,0,0,2735.818181818182,1781.6363636363635,208.72727272727272,195.73782497102562,-12.989447756247086,0,0,0,0,0,33.83008142571824,22.03103395298817,2.581041634659702,2.4204190910311225,-0.16062254362857953,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8479406,1089,0,701,0,62,0,72.34735703468323,0,10.347357034683228,0,34.81998879772517,NA,33.403717481080214,NA,27,1623.8833333333334,0,0,3307.3333333333335,2128.962962962963,188.2962962962963,219.72160284607497,31.42530654977869,0,0,0,0,0,40.23688072829534,25.900875473402234,2.290804963410754,2.6731239449145527,0.38231898150379867,0,0,0,0,0,84.7457627118644,84.7457627118644,69.49152542372882,76.27118644067797,72.88135593220339,NA,NA,NA,NA,NA
8479496,716,0,449,0,37,0,56.53693097829819,0,19.536930978298187,0,33.73912378618997,NA,33.2093488781231,NA,18,1087.5833333333333,0,0,3261.777777777778,2045.4444444444443,168.55555555555554,257.5571300122473,89.00157445669174,0,0,0,0,0,39.5004214236457,24.770515669297374,2.0412228947973334,3.119039943634564,1.0778170488372305,0,0,0,0,0,42.3728813559322,37.28813559322034,15.254237288135593,50.847457627118644,96.61016949152543,NA,NA,NA,NA,NA
8479973,1069,0,669,0,75,0,79.18585741519928,0,4.18585741519928,0,33.16908626901651,NA,32.86270170291294,NA,28,1608.8333333333333,0,0,3130.6428571428573,1959.2142857142858,219.64285714285714,231.9014395730836,12.258582430226463,0,0,0,0,0,39.86739873614421,24.94975655236714,2.7970579094581995,2.9531657173388317,0.156107807880632,0,0,0,0,0,83.05084745762711,76.27118644067797,84.7457627118644,84.7457627118644,52.54237288135594,NA,NA,NA,NA,NA
8479979,1044,0,698,0,63,0,75.32540446519852,0,12.325404465198517,0,36.30014488027744,NA,33.24659062212871,NA,28,1653.5333333333333,0,0,3057.4285714285716,2044.142857142857,184.5,220.5958273623671,36.09582736236709,0,0,0,0,0,37.88251421199048,25.32758134096682,2.286013788654598,2.733252591165531,0.44723880251093273,0,0,0,0,0,81.35593220338984,83.05084745762711,71.1864406779661,79.66101694915254,84.7457627118644,NA,NA,NA,NA,NA
8480045,508,0,321,0,31,0,33.831234097480774,0,2.831234097480774,0,36.79200036302261,NA,30.021170712897085,NA,15,875.1333333333333,0,0,2777.0666666666666,1754.8,169.4666666666667,184.9440797328949,15.47741306622823,0,0,0,0,0,34.82897844138036,22.008074960006095,2.1253904166984077,2.319502604382776,0.19411218768436783,0,0,0,0,0,3.389830508474576,3.389830508474576,5.084745762711865,1.694915254237288,45.76271186440678,NA,NA,NA,NA,NA
8480051,115,0,80,0,13,0,7.021806538105011,0,-5.978193461894989,0,35.06508400951391,NA,32.26890450721281,NA,3,181.46666666666667,0,0,3143.3333333333335,2186.666666666667,355.3333333333333,191.92937870820364,-163.4039546251297,0,0,0,0,0,38.02351212343864,26.45113886847906,4.298310066127847,2.3216847480876233,-1.9766253180402242,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8480193,552,0,368,0,37,0,37.42522066831589,0,0.42522066831588745,0,35.787029239114965,NA,31.927271496630897,NA,14,810.6,0,0,3233.1428571428573,2155.4285714285716,216.71428571428572,219.20486391442162,2.4905782001359125,0,0,0,0,0,40.85862324204293,27.239082161361956,2.7387120651369354,2.7701865779656467,0.03147451282871113,0,0,0,0,0,13.559322033898304,15.254237288135593,15.254237288135593,6.779661016949152,28.8135593220339,NA,NA,NA,NA,NA
8480238,50,0,40,0,7,0,4.186246752738953,0,-2.8137532472610474,0,34.176100356160305,NA,33.18563614434158,NA,1,56.81666666666667,0,0,4100,3280,574,343.2722337245941,-230.72776627540588,0,0,0,0,0,52.80140803754767,42.24112643003813,7.392197125256673,4.420794458744567,-2.9714026665121063,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8480280,1232,0,807,0,78,0,93.7793642282486,0,15.779364228248596,0,34.10374615036494,NA,33.04672254319248,NA,30,1771.6,0,0,3367.466666666667,2205.7999999999997,213.20000000000002,256.33026222387946,43.1302622238795,0,0,0,0,0,41.724994355384965,27.331226010386093,2.641679837435087,3.17609045704161,0.5344106196065228,0,0,0,0,0,98.30508474576271,94.91525423728814,91.52542372881356,98.30508474576271,93.22033898305084,NA,NA,NA,NA,NA
8480313,1165,0,754,0,64,0,89.50484997034073,0,25.50484997034073,0,33.94878453701596,NA,33.923289977075896,NA,31,1827.7833333333333,0,0,3081.6129032258063,1994.4516129032259,169.29032258064515,236.75476443767548,67.46444185703031,0,0,0,0,0,38.243044853967014,24.75129254926277,2.1009054683724364,2.93814419919599,0.8372387308235533,0,0,0,0,0,89.83050847457628,89.83050847457628,74.57627118644068,94.91525423728814,100,NA,NA,NA,NA,NA
8480843,1036,0,671,0,75,0,76.45189702510834,0,1.4518970251083374,0,34.06872038271666,NA,32.464597777450095,NA,28,1567.4666666666667,0,0,3034,1965.0714285714287,219.64285714285714,223.8948412878173,4.251984144960131,0,0,0,0,0,39.656345695814906,25.68475671997278,2.870874447090847,2.9264506346800574,0.05557618758920992,0,0,0,0,0,79.66101694915254,77.96610169491525,84.7457627118644,81.35593220338984,35.59322033898305,NA,NA,NA,NA,NA
8480947,817,0,549,0,63,0,62.14148086309433,0,-0.8585191369056702,0,34.52803911458205,NA,33.37516741016003,NA,20,1173.6,0,0,3349.7000000000003,2250.9,258.3,254.78007153868677,-3.5199284613132478,0,0,0,0,0,41.76891615541923,28.06748466257669,3.2208588957055215,3.1769673242890764,-0.04389157141644531,0,0,0,0,0,54.23728813559322,54.23728813559322,71.1864406779661,62.71186440677966,25.423728813559322,NA,NA,NA,NA,NA
8480981,861,0,564,0,56,0,58.32696235179901,0,2.3269623517990112,0,36.30942296940161,NA,32.608145800423806,NA,23,1230.85,0,0,3069.652173913043,2010.782608695652,199.6521739130435,207.9483005585878,8.296126645544302,0,0,0,0,0,41.97099565341025,27.493195759028318,2.7298208555063574,2.843252826183484,0.11343197067712613,0,0,0,0,0,57.6271186440678,55.932203389830505,62.71186440677966,52.54237288135594,37.28813559322034,NA,NA,NA,NA,NA
8481020,411,0,264,0,33,0,32.55049487948418,0,-0.44950512051582336,0,32.78012140086923,NA,33.53790145364757,NA,12,602.0833333333334,0,0,2808.5,1804,225.5,222.4283816764752,-3.071618323524793,0,0,0,0,0,40.957785467128026,26.30865051903114,3.2885813148788925,3.243786340931295,-0.04479497394759762,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
