playerId,mP_2_all,x_2_all,y_2_all,CorsiA_2_all,FenwickA_2_all,SOGA_2_all,GA_2_all,xGA_2_all,mP_3_all,x_3_all,y_3_all,CorsiA_3_all,FenwickA_3_all,SOGA_3_all,GA_3_all,xGA_3_all
8466141,3601.85,58.51395730706076,-0.3854679802955665,2436,2436,1801,141,155.52437220144566,438.3333333333333,56.75806451612903,0.1774193548387097,310,310,227,15,19.143570902515666
8467950,3477.133333333333,60.22055427251732,0.1285604311008468,2598,2598,1915,161,167.24947827247755,0,NA,NA,0,0,0,0,0
8468011,3043.483333333333,60.38058340929808,-0.577939835916135,2194,2194,1634,137,155.96984633537264,0,NA,NA,0,0,0,0,0
8468038,39.483333333333334,64.3157894736842,-6.684210526315789,19,19,17,1,1.4496310832391082,0,NA,NA,0,0,0,0,0
8468685,3772.366666666667,61.874588665447895,0.09542961608775137,2735,2735,1944,156,195.18369048253408,204.81666666666666,61.96666666666667,-2.08,150,150,113,15,11.49739663036383
8469514,62.3,64.51515151515152,-3.272727272727273,33,33,28,4,2.6732510806282295,0,NA,NA,0,0,0,0,0
8469608,1753.5,60.17460317460318,-0.4595616024187453,1323,1323,921,77,84.89944086974548,0,NA,NA,0,0,0,0,0
8470140,2279.1833333333334,59.951204447189625,-0.10809141445336627,1619,1619,1121,105,109.567497337982,554.7833333333333,60.8986301369863,-0.136986301369863,365,365,257,26,23.403620502054157
8470147,835.4333333333333,59.97118644067797,1.493220338983051,590,590,417,46,46.61215158824527,0,NA,NA,0,0,0,0,0
8470320,3038.0666666666666,60.52248953974895,0.8284518828451883,1912,1912,1343,122,130.85917414144458,0,NA,NA,0,0,0,0,0
8470594,3462.55,59.263755458515284,-0.00480349344978166,2290,2290,1665,132,145.79891049325525,79.31666666666666,61.09090909090909,3.8863636363636362,44,44,32,4,2.9699527204126746
8470645,3322.65,61.58206356116674,0.6874183717892903,2297,2297,1719,131,152.66058583128506,447.8,63.07665505226481,-1.0418118466898956,287,287,205,19,18.762735911738382
8470657,1973.8833333333334,60.63248502994012,-0.0815868263473054,1336,1336,979,92,91.50175690796299,117.15,56.32183908045977,0.5172413793103449,87,87,64,7,5.522969631662938
8470860,2091.1833333333334,61.40645634629494,0.8723404255319149,1363,1363,984,80,97.06845242863037,0,NA,NA,0,0,0,0,0
8470880,2263,62.145806451612906,0.2264516129032258,1550,1550,1114,78,108.33444396979537,1057.6666666666667,63.42312746386334,-0.5427069645203679,761,761,546,43,51.91575937785832
8471186,50.5,67.45454545454545,0,33,33,18,4,3.7452375870257812,0,NA,NA,0,0,0,0,0
8471219,1351.2333333333333,58.173210161662816,-1.033487297921478,866,866,608,49,57.02976175221507,0,NA,NA,0,0,0,0,0
8471227,3861.4,57.909858074415034,-1.0644418872266974,2607,2607,1829,150,157.80226794988073,358.85,59.726141078838175,-0.5601659751037344,241,241,163,20,14.111470502710306
8471239,3412.4333333333334,59.44016893477241,-0.4026278742374472,2131,2131,1597,122,155.87827184277802,0,NA,NA,0,0,0,0,0
8471306,2287.4666666666667,59.583435582822084,0.05521472392638037,1630,1630,1197,90,116.58506198784177,733.1333333333333,59.362637362637365,0.6776556776556777,546,546,388,30,35.69184389341544
8471403,2144.633333333333,59.39875604699378,-0.5038009675190048,1447,1447,1034,94,96.1842239650045,0,NA,NA,0,0,0,0,0
8471418,356.3333333333333,62.552,0.816,250,250,175,16,19.41458013367824,0,NA,NA,0,0,0,0,0
8471469,3895.366666666667,58.336192109777016,-0.5394511149228131,2332,2332,1745,161,145.43227503461733,865.9666666666667,58.983361064891845,-1.1647254575707155,601,601,404,38,37.146871611516005
8471679,698.3333333333334,56.091649694501015,-0.1894093686354379,491,491,365,24,29.96077644106593,0,NA,NA,0,0,0,0,0
8471695,3678.05,58.014783927217586,0.23881728582259287,2638,2638,1855,157,165.8937458719795,0,NA,NA,0,0,0,0,0
8471715,1899.0166666666667,59.779423226812156,-0.3819173811379579,1283,1283,918,88,92.24238905968194,0,NA,NA,0,0,0,0,0
8471734,4034.483333333333,59.92934782608695,-0.28233009708737866,2576,2576,1820,149,175.57252678179367,295.5833333333333,59.51231527093596,0.04926108374384237,203,203,132,15,14.63293987408772
8471750,3584.633333333333,56.82629107981221,-0.5646606914212549,2343,2343,1673,123,143.3868324745902,582.4333333333333,58.139024390243904,-0.0975609756097561,410,410,297,18,27.858725094375032
8471774,674.1333333333333,58.7010582010582,1.6216931216931216,378,378,285,33,27.783431882027365,0,NA,NA,0,0,0,0,0
8473404,232.71666666666667,65.71333333333334,0.5933333333333334,150,150,109,13,10.799572871841102,0,NA,NA,0,0,0,0,0
8473434,2591.0833333333335,58.99778147531891,0.6577925679423183,1803,1803,1271,102,119.84937379545572,0,NA,NA,0,0,0,0,0
8473461,3150.4333333333334,59.08089260808926,-0.9549046954904695,2151,2151,1602,132,144.27701111438395,176.1,57.78294573643411,0.9457364341085271,129,129,81,12,9.66085818181959
8473499,720.7166666666667,58.83524904214559,-0.5153256704980843,522,522,374,29,31.51320003070705,0,NA,NA,0,0,0,0,0
8473503,2290.45,57.20253968253968,0.5441269841269841,1575,1575,1128,88,99.23910023907155,29.083333333333332,49.55555555555556,13.333333333333334,9,9,7,1,0.3450714047395005
8473523,856.3,58.71766848816029,-1.506375227686703,549,549,399,31,37.66578930579334,0,NA,NA,0,0,0,0,0
8473541,2146.766666666667,58.245367412140574,-0.10351437699680512,1565,1565,1114,103,99.84889225091422,0,NA,NA,0,0,0,0,0
