playerId,mP_2_all,x_2_all,y_2_all,CorsiA_2_all,FenwickA_2_all,SOGA_2_all,GA_2_all,xGA_2_all,mP_3_all,x_3_all,y_3_all,CorsiA_3_all,FenwickA_3_all,SOGA_3_all,GA_3_all,xGA_3_all
8467950,168.73333333333332,60.67256637168141,3.336283185840708,113,113,71,6,5.951671639721896,112.16666666666667,57.611111111111114,-0.06481481481481481,108,108,70,5,6.572084550371143
8468011,870.9166666666666,59.49248747913189,0.7696160267111853,599,599,432,51,39.17342244248898,0,NA,NA,0,0,0,0,0
8469608,1846.55,58.61773940345369,2.8124018838304554,1274,1274,921,71,83.47274117497354,299.8,55.80107526881721,1.9731182795698925,186,186,136,12,10.207257193625383
8470147,719.3166666666667,58.0974358974359,-1.005128205128205,390,390,296,37,27.403442733733847,0,NA,NA,0,0,0,0,0
8470594,2146.6,58.541666666666664,1.0833333333333333,1344,1344,989,71,89.42891697038978,972.8666666666667,61.075229357798165,1.6862385321100917,545,545,403,33,34.123926741302746
8470860,1090.0166666666667,55.54029850746269,0.7805970149253731,670,670,482,46,42.99768313419626,0,NA,NA,0,0,0,0,0
8470880,1607.7166666666667,57.45816733067729,-0.398406374501992,1004,1004,738,82,66.1453843555056,0,NA,NA,0,0,0,0,0
8471227,1182.3666666666666,57.98778998778999,0.15995115995115994,819,819,602,63,52.210581812038534,0,NA,NA,0,0,0,0,0
8471306,1755.15,57.88843977364592,-0.116410670978173,1237,1237,894,79,78.87119570305609,0,NA,NA,0,0,0,0,0
8471418,1794.6166666666666,56.525991189427316,0.1726872246696035,1135,1135,799,76,70.88309667857283,0,NA,NA,0,0,0,0,0
8471469,1310.4833333333333,58.62152777777778,-0.375,864,864,664,62,55.89092207341642,0,NA,NA,0,0,0,0,0
8471679,1478.75,56.236245954692556,1.3419633225458467,927,927,659,65,60.13393303718375,1341.6333333333334,58.996763754045304,-0.36461704422869473,927,927,673,51,55.44360693843589
8471695,1396.45,56.78431372549019,-1.102652825836217,867,867,611,53,58.26251401634414,687.8333333333334,57.86767895878525,-2.754880694143167,461,461,334,27,28.74627335291018
8471734,1218.8166666666666,57.68271604938272,0.008641975308641974,810,810,566,58,55.84396769359615,0,NA,NA,0,0,0,0,0
8473503,1331.1,59.53262158956109,0.3973902728351127,843,843,627,59,58.69978503377452,0,NA,NA,0,0,0,0,0
8473541,1306.45,60.30597771023303,-0.45896656534954405,987,987,757,65,67.41307625799499,0,NA,NA,0,0,0,0,0
8473575,2116.9333333333334,58.194071983062805,-0.29146083274523643,1417,1417,1020,72,88.12654755155432,797.4333333333333,59.602368866328256,-0.0727580372250423,591,591,437,34,38.27902329785411
8474593,2487.9333333333334,58.16782773907536,0.015832805573147563,1579,1579,1161,111,104.95209401277982,0,NA,NA,0,0,0,0,0
8474596,1702.6,57.71097234611953,0.2542372881355932,1121,1121,818,76,73.84484230148433,0,NA,NA,0,0,0,0,0
8474636,421.8666666666667,57.708333333333336,0.6875,288,288,211,17,17.244175352539987,0,NA,NA,0,0,0,0,0
8474651,1260.4833333333333,60.2322713257965,0.959917780061665,973,973,695,77,73.23291880079961,0,NA,NA,0,0,0,0,0
8474682,729.4333333333333,57.31527093596059,0.41707717569786534,609,609,447,43,38.052890252382355,0,NA,NA,0,0,0,0,0
8474889,1868.4166666666667,57.85385169186465,1.0518358531317495,1389,1389,980,102,90.91610674548583,0,NA,NA,0,0,0,0,0
