playerId,xAAV_1,xAAV_2,xAAV_3,xAAV_4,xAAV_5,xAAV_6,xAAV_7,xAAV_8,termProb_1,termProb_2,termProb_3,termProb_4,termProb_5,termProb_6,termProb_7,termProb_8
8470613,1758049.5,2447524,2940890,3518187,4299959.5,4694472,5109844,5381164,0.5550029277801514,0.13999272882938385,0.13997220993041992,0.041454017162323,0.041454534977674484,0.046644147485494614,0.026687370613217354,0.008792059496045113
8470621,2068351.25,2834126.75,3200999.75,3851988.25,4521698.5,4642120,4976546,5373780,0.9040932059288025,0.05943138524889946,0.017640868201851845,0.008712449111044407,0.007506232708692551,0.0015282194362953305,6.218106718733907e-4,4.6585730160586536e-4
8470642,4870037,5478986.5,5996257,7170742.5,8091271,8413662,8825465,9413214,0.851897120475769,0.12073688954114914,0.023925425484776497,6.884472677484155e-4,0.0016075052553787827,2.5234546046704054e-4,6.07966969255358e-4,2.8430033125914633e-4
8471214,5531335.5,7268656,7688593.5,8149087.5,8685213,9032306,9456327,10457882,0.5262390375137329,0.0847105160355568,0.12995031476020813,0.06922195106744766,0.07468537986278534,0.01946163736283779,0.04987894743680954,0.04585219919681549
8471215,4605356,5722073.5,6578175.5,6912896.5,7523300,7896389.5,8099070.5,8503510,0.7231744527816772,0.07203462719917297,0.09025469422340393,0.025788884609937668,0.03167088329792023,0.007836008444428444,0.012578007765114307,0.03666248545050621
8471685,5622753,6972503,7769080,8045564,8618791,9012997,9644706,10393757,0.546870768070221,0.17246955633163452,0.12964126467704773,0.05625121295452118,0.05507390573620796,0.014053799211978912,0.01339081022888422,0.012248683720827103
8471709,1308323.5,1959954.5,2515158.75,3115623.5,3821818,4179188.5,4708522,5235533,0.9211106300354004,0.06615332514047623,0.0065632849000394344,0.0033420869149267673,0.0013415736611932516,4.1744206100702286e-4,4.8251787666231394e-4,5.891243345104158e-4
8471817,1090075,1335048.375,1434144,1963640.5,2645117.25,2765082.75,2979555,3208089.25,0.5542362928390503,0.3699713945388794,0.06309519708156586,0.007933675311505795,0.0014405761612579226,0.0013060200726613402,0.001468626782298088,5.482038250193e-4
8473422,1957105.875,2775061.75,3341547.25,3985560.5,4384471.5,4517996,4920037.5,5226105,0.8861496448516846,0.09133955836296082,0.015609951689839363,0.002615127479657531,0.001024155761115253,0.002058418234810233,3.7434633122757077e-4,8.287600358016789e-4
8473507,822612.75,1122367,1675859.5,2446615.75,3009707,3322808.25,3710068.75,3927570.75,0.7568581700325012,0.22208160161972046,0.01251447107642889,0.005451441742479801,0.00123253942001611,0.0011340216733515263,4.085959808435291e-4,3.191853465978056e-4
8473512,1518764.875,2655806.75,3436542.75,3630519.25,4289522.5,4498072.5,4862664.5,5235897,0.7513999342918396,0.1149650290608406,0.0901937484741211,0.02069741114974022,0.007166004739701748,0.011674325913190842,0.0020530889742076397,0.001850424217991531
8473604,1838920.625,2540008.25,2849615.75,3599513.5,4116136.5,4271174.5,4559728.5,4789075.5,0.9236667156219482,0.056909821927547455,0.014759166166186333,0.002352902665734291,7.546228007413447e-4,9.043033351190388e-4,4.5205786591395736e-4,2.003704139497131e-4
8473994,2315578,2872564.5,3571333.5,4263099.5,4802703.5,4891308.5,5148931,5399701.5,0.8363568186759949,0.09684358537197113,0.03748089075088501,0.02084692195057869,0.005352203268557787,0.0019701337441802025,7.199405808933079e-4,4.2945094173774123e-4
8474013,2291236.5,3071521.75,3622737.25,3861806.5,4335810.5,4619796.5,5064850,5299604,0.891226053237915,0.05227172374725342,0.02809418924152851,0.016729110851883888,0.003994290716946125,0.0046224952675402164,0.0012259390205144882,0.001836205366998911
8474037,2074272.75,2491961.5,2896847.25,3691054.5,4431244.5,4536062.5,4681389,4999827.5,0.929829478263855,0.04484845697879791,0.013663208112120628,0.006422737613320351,0.0034021136816591024,0.001174570177681744,3.787879250012338e-4,2.8070303960703313e-4
8474090,704368.9375,785985.3125,1151121.375,1679746,2278719.5,2379617.75,2723753.75,2999467.75,0.8992706537246704,0.09572719782590866,0.0032737881410866976,9.42384300287813e-4,3.4238610533066094e-4,1.796054857550189e-4,1.5720514056738466e-4,1.0673278302419931e-4
8474102,2080507.125,3043867.5,3449686,4189953.5,4689971.5,4808335.5,5037128.5,5306360.5,0.8608882427215576,0.11418358981609344,0.01833338849246502,0.0035627824254333973,0.0010620350949466228,0.0011837625643238425,4.393348062876612e-4,3.4687010338529944e-4
8474141,3636782.75,5206853.5,5807459.5,6531885,6957953,7368531.5,7922293.5,8507129,0.8534018993377686,0.0696559026837349,0.04342735558748245,0.016451368108391762,0.0028842994943261147,0.008413288742303848,0.002617349848151207,0.0031485692597925663
8474149,936350.3125,1196512.625,1476692,2261048.75,2941433.25,3045984,3287623,3525009.25,0.874554455280304,0.12098025530576706,0.002507478464394808,0.0010293105151504278,4.1685663745738566e-4,1.8807021842803806e-4,2.0015425980091095e-4,1.2345077993813902e-4
8474189,1184947.625,1552114.875,1770095.875,2285562.75,2770747,2836605.75,3197142.75,3471363.5,0.8633309602737427,0.11100172251462936,0.016400227323174477,0.006874375510960817,0.0013157064095139503,4.075627075508237e-4,3.322020056657493e-4,3.372034407220781e-4
8474567,1505755.875,1808244.75,2356655.5,3078693.25,3612500.5,3853897,4221950.5,4437809,0.7687139511108398,0.1792292594909668,0.02722947858273983,0.019840480759739876,0.0016486258246004581,0.0021192438434809446,8.29968776088208e-4,3.890083753503859e-4
8474568,1975257.875,2540298,2912558,3523736.75,3956909.5,4070901,4462934,4696764,0.6560019254684448,0.21833518147468567,0.08049622923135757,0.03482021763920784,0.004927489440888166,0.002695100847631693,0.0012012223014608026,0.0015226165996864438
8474586,3859026.75,5255920.5,5782341,6371108.5,6993414,7291136,7604963.5,8134269.5,0.8075961470603943,0.092686727643013,0.05795374885201454,0.011904962360858917,0.003386622993275523,0.009278024546802044,0.007368138525635004,0.009825608693063259
