playerId,mP_2_ev,mP_2_pp,mP_2_sh,mP_2_all,x_2_ev,x_2_pp,x_2_sh,x_2_all,y_2_ev,y_2_pp,y_2_sh,y_2_all,iCorsiF_2_ev,iCorsiF_2_pp,iCorsiF_2_sh,iCorsiF_2_all,iFenwickF_2_ev,iFenwickF_2_pp,iFenwickF_2_sh,iFenwickF_2_all,iSOGF_2_ev,iSOGF_2_pp,iSOGF_2_sh,iSOGF_2_all,iGF_2_ev,iGF_2_pp,iGF_2_sh,iGF_2_all,ixGF_2_ev,ixGF_2_pp,ixGF_2_sh,ixGF_2_all,oCorsiF_2_ev,oCorsiF_2_pp,oCorsiF_2_sh,oCorsiF_2_all,oFenwickF_2_ev,oFenwickF_2_pp,oFenwickF_2_sh,oFenwickF_2_all,oSOGF_2_ev,oSOGF_2_pp,oSOGF_2_sh,oSOGF_2_all,oGF_2_ev,oGF_2_pp,oGF_2_sh,oGF_2_all,oxGF_2_ev,oxGF_2_pp,oxGF_2_sh,oxGF_2_all,oCorsiA_2_ev,oCorsiA_2_pp,oCorsiA_2_sh,oCorsiA_2_all,oFenwickA_2_ev,oFenwickA_2_pp,oFenwickA_2_sh,oFenwickA_2_all,oSOGA_2_ev,oSOGA_2_pp,oSOGA_2_sh,oSOGA_2_all,oGA_2_ev,oGA_2_pp,oGA_2_sh,oGA_2_all,oxGA_2_ev,oxGA_2_pp,oxGA_2_sh,oxGA_2_all,mP_3_ev,mP_3_pp,mP_3_sh,mP_3_all,x_3_ev,x_3_pp,x_3_sh,x_3_all,y_3_ev,y_3_pp,y_3_sh,y_3_all,iCorsiF_3_ev,iCorsiF_3_pp,iCorsiF_3_sh,iCorsiF_3_all,iFenwickF_3_ev,iFenwickF_3_pp,iFenwickF_3_sh,iFenwickF_3_all,iSOGF_3_ev,iSOGF_3_pp,iSOGF_3_sh,iSOGF_3_all,iGF_3_ev,iGF_3_pp,iGF_3_sh,iGF_3_all,ixGF_3_ev,ixGF_3_pp,ixGF_3_sh,ixGF_3_all,oCorsiF_3_ev,oCorsiF_3_pp,oCorsiF_3_sh,oCorsiF_3_all,oFenwickF_3_ev,oFenwickF_3_pp,oFenwickF_3_sh,oFenwickF_3_all,oSOGF_3_ev,oSOGF_3_pp,oSOGF_3_sh,oSOGF_3_all,oGF_3_ev,oGF_3_pp,oGF_3_sh,oGF_3_all,oxGF_3_ev,oxGF_3_pp,oxGF_3_sh,oxGF_3_all,oCorsiA_3_ev,oCorsiA_3_pp,oCorsiA_3_sh,oCorsiA_3_all,oFenwickA_3_ev,oFenwickA_3_pp,oFenwickA_3_sh,oFenwickA_3_all,oSOGA_3_ev,oSOGA_3_pp,oSOGA_3_sh,oSOGA_3_all,oGA_3_ev,oGA_3_pp,oGA_3_sh,oGA_3_all,oxGA_3_ev,oxGA_3_pp,oxGA_3_sh,oxGA_3_all
8465009,72546,216,12962,85724,42.68571428571428,47.5,17.714285714285715,40.506410256410255,15.942857142857143,20,20.142857142857142,16.371794871794872,140,2,14,156,104,1,12,117,76,1,9,86,5,0,0,5,2.9231573849039005,0.01983637286614122,0.2646418549501033,3.207635612720145,965,20,82,1067,760,16,68,844,554,12,53,619,62,2,1,65,51.72539951355206,0.9738022089004758,4.2515766571026266,56.95077837955516,1170,15,336,1521,894,12,253,1159,648,10,179,837,40,0,20,60,50.16617986883823,0.8141797158516489,22.04033028486493,73.0206898695548,12767,100,2559,15426,43.516129032258064,NA,44.5,43.57575757575758,16.70967741935484,NA,22.5,17.060606060606062,31,0,2,33,18,0,1,19,12,0,1,13,0,0,0,0,0.3309120618915816,0,0.02874815970175373,0.3596602215933353,187,2,9,198,132,2,8,142,90,1,5,96,7,0,0,7,9.144692940707234,0.1529013487874521,0.6283663267000985,9.925960616194786,245,0,84,329,176,0,66,242,113,0,43,156,11,0,5,16,9.192948321000719,0,5.346326340471963,14.539274661472692
8466138,56360,8723,19,65102,67.97777777777777,66.1470588235294,74,67.528,1.9777777777777779,11.323529411764707,-1,4.496,90,34,1,125,75,24,1,100,56,19,1,76,4,3,0,7,5.40124720247231,1.992808589073652,0.0988442511398203,7.49290004268578,925,234,12,1171,678,173,8,859,481,127,6,614,36,16,0,52,41.97267938261022,15.43251839749975,0.8442732138781514,58.249470993988105,781,42,12,835,580,35,8,623,433,29,5,467,51,1,0,52,42.022568131566466,2.1111008674792973,0.6275249137855824,44.761193912831345,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8466139,54777,5863,1046,61686,65.9,71.34482758620689,52.333333333333336,66.51041666666667,1.1,2.586206896551724,3.6666666666666665,1.3645833333333333,160,29,3,192,126,22,3,151,99,16,2,117,10,1,0,11,10.632948977167928,2.4890085578527583,0.11057858287529305,13.232536117895979,819,144,24,987,609,97,19,725,452,69,10,531,44,5,1,50,39.504700701081234,8.211906402757771,1.3497485201818495,49.06635562402084,832,38,28,898,613,32,21,666,458,26,16,500,48,1,3,52,42.45920057850356,1.9971994393260413,1.7174030732983614,46.173803091127965,2286,181,102,2569,69.66666666666667,NA,NA,69.66666666666667,-7.166666666666667,NA,NA,-7.166666666666667,6,0,0,6,3,0,0,3,2,0,0,2,0,0,0,0,0.2645183114563662,0,0,0.2645183114563662,23,4,0,27,12,4,0,16,10,4,0,14,0,1,0,1,0.481937009273723,0.3755910100153781,0,0.8575280192891012,41,3,2,46,27,3,0,30,16,2,0,18,5,0,0,5,1.5019937611053917,0.23922885846043404,0,1.741222619565826
8468493,65981,1067,12370,79418,41.08571428571429,34,-48,38.56880733944954,1.6095238095238096,-8,-24.666666666666668,0.7981651376146789,105,1,3,109,61,1,3,65,40,1,2,43,1,0,0,1,1.1085644813186872,0.031831988878251796,0.48331441753750265,1.623710887734442,937,23,65,1025,694,19,60,773,503,13,46,562,47,0,8,55,43.46172796741043,1.6612760587543096,5.292908545066204,50.41591257123094,1069,16,358,1443,805,14,291,1110,586,11,211,808,48,0,28,76,47.74472348169628,1.0192377162040829,25.14043882869842,73.90440002659884,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8468508,13304,2964,71,16339,65.88333333333334,75.88,6,68.09302325581395,-0.23333333333333334,-0.44,27,0.023255813953488372,60,25,1,86,49,24,1,74,40,19,1,60,6,2,0,8,2.926898063197869,3.1986725278890553,0.0017767953527891116,6.127347386439714,217,103,9,329,150,81,6,237,113,62,4,179,14,6,0,20,8.616820126168847,7.980321164001896,0.24997739528022894,16.847118685450972,165,7,8,180,124,7,7,138,92,3,2,97,12,0,0,12,9.27355675070249,0.5598303732860374,0.6937463386424542,10.52713346263098,4934,1479,4,6417,60,68.28571428571429,NA,61.93333333333333,-5.782608695652174,-1.1428571428571428,NA,-4.7,23,7,0,30,20,6,0,26,14,4,0,18,1,0,0,1,0.9718462871292072,0.7266147153716628,0,1.6984610025008704,83,43,0,126,66,37,0,103,44,27,0,71,2,4,0,6,3.5612896386352686,3.024047738546674,0,6.5853373771819435,79,7,0,86,62,6,0,68,44,5,0,49,2,0,0,2,2.421134048839013,0.20045518429091028,0,2.6215892331299226
8468674,41505,36,10075,51616,48.42718446601942,20,-58.5,38.474137931034484,-17.194174757281555,-23.333333333333332,-18,-17.42241379310345,103,3,10,116,71,2,8,81,50,1,8,59,1,0,0,1,1.5609666339376562,0.026719608233644294,0.01030909256682685,1.5979953347381273,651,16,57,724,481,14,48,543,347,9,35,391,32,0,4,36,30.760127059733854,1.1468330777103037,3.396344133463233,35.30330427090735,657,5,309,971,473,3,225,701,354,1,154,509,31,0,17,48,26.956905443692264,0.2367924478103718,18.887422015255314,46.08111990675786,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8469454,39984,6824,9,46817,61.61904761904762,59.46153846153846,NA,61.166666666666664,-0.20408163265306123,9.102564102564102,NA,1.7473118279569892,147,39,0,186,116,33,0,149,91,24,0,115,8,2,0,10,8.912231895289091,2.67227212362538,0,11.584504018914469,647,149,1,797,492,119,0,611,363,92,0,455,30,4,0,34,28.952837565575823,10.978221701016771,0,39.931059266592584,559,42,8,609,405,38,7,450,296,30,6,332,34,1,0,35,25.63999773313614,3.255322937025703,0.5640066958237209,29.459327365985565,5300,894,17,6211,64.6470588235294,64,NA,64.5,-4.0588235294117645,-15.2,NA,-6.590909090909091,17,5,0,22,11,2,0,13,4,1,0,5,0,0,0,0,0.6441838950099448,0.09609703736187047,0,0.7402809323718151,68,20,0,88,49,14,0,63,27,8,0,35,3,0,0,3,2.7601544425983424,0.9728784236955612,0,3.7330328662939034,70,6,3,79,59,6,3,68,37,6,1,44,1,2,0,3,3.7425813560197754,0.4985141878115278,0.1511970101516934,4.392292553982997
8469455,33426,4081,178,37685,69.77,63.9375,NA,68.35606060606061,-4.6,-14.625,NA,-7.03030303030303,100,32,0,132,76,23,0,99,56,17,0,73,8,1,0,9,5.3504056317342465,1.5652446016078572,0,6.915650233342102,520,96,0,616,385,76,0,461,271,56,0,327,28,4,0,32,23.090382427838158,5.785813794421209,0,28.876196222259367,500,18,8,526,376,17,5,398,280,15,4,299,25,4,2,31,20.46395367612025,2.026715617542166,0.3995436482170761,22.890212941879497,2300,222,0,2522,63.36363636363637,57.5,NA,62.46153846153846,0.9090909090909091,-19,NA,-2.1538461538461537,11,2,0,13,8,2,0,10,5,2,0,7,0,0,0,0,0.47097210356532376,0.10409450817305699,0,0.5750666117383806,42,7,0,49,31,7,0,38,22,6,0,28,0,0,0,0,1.5136666060260815,0.36886915361068773,0,1.882535759636769,38,0,0,38,27,0,0,27,18,0,0,18,1,0,0,1,1.2755560506670074,0,0,1.2755560506670074
8469459,40523,5411,5447,51381,62.145833333333336,69.46666666666667,60.333333333333336,63.06140350877193,5.052083333333333,-4.866666666666666,-2.3333333333333335,3.5526315789473686,96,15,3,114,81,14,2,97,60,12,2,74,3,1,0,4,6.041665018883042,1.24379264696183,0.10795025534906971,7.393407921193943,642,122,23,787,479,92,19,590,346,68,14,428,28,15,1,44,31.846334300912165,8.0133702841918,1.2740903098363774,41.133794894940294,634,19,168,821,474,15,134,623,347,12,101,460,26,1,17,44,26.12466251552826,0.7217628346596987,12.310924356101891,39.157349706289835,2127,42,616,2785,65,NA,NA,65,4.285714285714286,NA,NA,4.285714285714286,7,0,0,7,7,0,0,7,5,0,0,5,0,0,0,0,0.6084384890432482,0,0,0.6084384890432482,32,2,1,35,27,1,1,29,20,0,1,21,2,0,0,2,2.1954853125395144,0.0921868438500722,0.0020774134474817515,2.289749569837068,33,0,18,51,21,0,16,37,14,0,11,25,1,0,0,1,1.0427453623335061,0,1.2190707275173231,2.2618160898508286
8469465,43642,53,8554,52249,39.73684210526316,NA,-33.5,35.386138613861384,15.357894736842105,NA,7.333333333333333,14.881188118811881,95,0,6,101,70,0,6,76,40,0,4,44,0,0,0,0,1.8795862754074402,0,0.0482983162760548,1.9278845916834948,647,7,32,686,503,3,31,537,346,3,24,373,27,0,5,32,26.533283074841936,0.4122424076775827,1.9096029384129904,28.85512842093252,658,0,239,897,488,0,182,670,347,0,132,479,30,0,17,47,29.82743852203815,0,15.880472675420563,45.707911197458735,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
