playerId,mP_2_all,x_2_all,y_2_all,CorsiA_2_all,FenwickA_2_all,SOGA_2_all,GA_2_all,xGA_2_all,mP_3_all,x_3_all,y_3_all,CorsiA_3_all,FenwickA_3_all,SOGA_3_all,GA_3_all,xGA_3_all
8470594,1390.2666666666667,56.90673575129534,-0.37823834196891193,965,965,670,68,61.4674790808984,24.083333333333332,55.84615384615385,0.07692307692307693,13,13,7,1,0.7536293207415575
8471734,1325.6833333333334,59.776867963152505,1.90992835209826,977,977,657,70,64.51207129683284,0,NA,NA,0,0,0,0,0
8473503,1362.8333333333333,60.506717850287906,0.2581573896353167,1042,1042,663,69,74.34514516552117,0,NA,NA,0,0,0,0,0
8473575,602.4,57.94221105527638,0.5125628140703518,398,398,262,29,26.762981102447306,0,NA,NA,0,0,0,0,0
8474593,2903.016666666667,57.480082772891876,0.6161407139161924,1933,1933,1214,121,119.43967723744008,345.1333333333333,58.636963696369634,1.1914191419141915,303,303,180,16,19.747959037724257
8474596,1738.1666666666667,59.71932638331997,0.6912590216519647,1247,1247,821,77,83.64479989523394,0,NA,NA,0,0,0,0,0
8474682,358.31666666666666,54.193236714975846,1.78743961352657,207,207,132,13,12.225432512455324,0,NA,NA,0,0,0,0,0
8475311,2973.65,58.99948822927328,0.3781985670419652,1954,1954,1268,100,124.78718848558188,369.3333333333333,59.507936507936506,0.025396825396825397,315,315,207,23,22.46430486829756
8475660,2642.1666666666665,59.10842754367934,0.09969167523124357,1946,1946,1296,129,133.15508193792758,0,NA,NA,0,0,0,0,0
8475683,3199.983333333333,56.81756428918001,0.9568170790878214,2061,2061,1377,130,130.08353613462356,1442.5666666666666,57,0.3769152196118488,979,979,618,53,60.00190901522109
8475717,1881.7166666666667,58.98251457119068,0.12406328059950042,1201,1201,849,85,78.05376128252588,526.15,59.54847645429363,-0.18282548476454294,361,361,219,25,23.18315406119906
8475809,1373.0833333333333,59.339100346020764,-0.16724336793540945,867,867,578,53,55.83368900921734,18.5,53.916666666666664,-2.3333333333333335,12,12,8,0,1.32707601272408
8475831,1460.4833333333333,60.013888888888886,-0.524074074074074,1080,1080,681,85,68.26831012891039,0,NA,NA,0,0,0,0,0
8475839,60,57.35294117647059,-4.5,34,34,27,2,1.773433031679382,0,NA,NA,0,0,0,0,0
8475852,2080.116666666667,60.35203094777563,0.9871050934880722,1551,1551,1066,116,101.96491071161093,0,NA,NA,0,0,0,0,0
8475883,1319.5166666666667,60.574074074074076,0.32592592592592595,810,810,546,55,59.60082744670597,743.0666666666667,60.75221238938053,-0.3915929203539823,452,452,269,25,28.512693536801436
8476341,1676.5333333333333,59.03671328671329,1.4335664335664335,1144,1144,768,76,74.50257244057703,0,NA,NA,0,0,0,0,0
8476412,3238.983333333333,60.10146252285192,0.04113345521023766,2188,2188,1457,145,141.03128384030728,450.5,58.654434250764524,1.0305810397553516,327,327,192,19,18.835807909525307
8476434,1562.15,60.19338842975207,1.840495867768595,1210,1210,812,72,81.94382752618336,0,NA,NA,0,0,0,0,0
8476883,3743.0833333333335,58.616339607529035,0.45334401281537845,2497,2497,1717,136,153.62857839568628,293.35,59.59340659340659,0.8791208791208791,182,182,125,16,11.806100156569233
8476899,118.65,59.23863636363637,1.4318181818181819,88,88,58,7,4.597946276737904,13.616666666666667,36.875,4.25,8,8,7,1,0.47524089941227254
8476914,1529.7,59.87546468401487,1.6328996282527881,1076,1076,693,74,69.10316800608767,0,NA,NA,0,0,0,0,0
8476932,1986.9,58.67488341105929,0.49566955363091275,1501,1501,955,71,80.94940718136804,410.3,61.47081712062257,0.6653696498054474,257,257,151,15,13.101007377402645
8476945,3741.366666666667,58.04463255098115,0.23816852635629088,2599,2599,1664,125,158.45841634037052,759.2333333333333,59.83061224489796,1.8081632653061224,490,490,290,39,30.76380825726346
8476999,2467.2833333333333,60.39275608375778,1.750990379173741,1767,1767,1230,112,111.59049381088933,380.03333333333336,60.6198347107438,4.520661157024794,242,242,150,18,14.771331966595639
8477405,728.2166666666667,59.21194605009634,-0.6763005780346821,519,519,335,41,33.68171525388349,0,NA,NA,0,0,0,0,0
8477424,3357.8166666666666,60.20396722725312,0.20439844760672704,2319,2319,1593,167,153.38850193215816,0,NA,NA,0,0,0,0,0
8477465,2019.9,59.83651226158038,-0.13283378746594005,1468,1468,972,105,94.23482912636979,0,NA,NA,0,0,0,0,0
8477480,1179.55,59.109243697478995,1.559423769507803,833,833,547,47,49.333023556867744,42.983333333333334,56.8,2.25,20,20,13,1,1.7223376196476858
8477484,415.98333333333335,62.880434782608695,-1.2282608695652173,276,276,175,27,20.604571771912717,0,NA,NA,0,0,0,0,0
8477831,27.483333333333334,50.666666666666664,-6.583333333333333,12,12,12,2,1.1835872814010664,0,NA,NA,0,0,0,0,0
8477967,1301.9666666666667,60.766891891891895,-0.03265765765765766,888,888,569,63,65.14839119648985,0,NA,NA,0,0,0,0,0
8477968,2150.85,58.286900958466454,0.7744408945686901,1565,1565,1054,112,101.79738397380176,0,NA,NA,0,0,0,0,0
8477970,1393.6333333333334,58.764976958525345,0.719815668202765,1085,1085,724,84,74.62760174974626,0,NA,NA,0,0,0,0,0
8477990,57.95,64.0909090909091,6.515151515151516,33,33,24,5,2.7968728397272953,0,NA,NA,0,0,0,0,0
8477992,1110.25,58.671462829736214,0.46882494004796166,834,834,554,58,55.43818144493587,0,NA,NA,0,0,0,0,0
8478007,3170.9166666666665,59.935649935649934,0.6516516516516516,2331,2331,1557,168,153.69291623839956,0,NA,NA,0,0,0,0,0
8478009,3498.85,60.17376160990712,0.9547213622291022,2584,2584,1696,158,167.95421021249072,0,NA,NA,0,0,0,0,0
8478024,639.7666666666667,58.504,1.152,500,500,336,37,28.367683331069436,0,NA,NA,0,0,0,0,0
8478039,58.266666666666666,57.484848484848484,-2.212121212121212,33,33,20,4,2.3433072734196716,0,NA,NA,0,0,0,0,0
8478048,3505.133333333333,60.76053639846743,0.4482758620689655,2610,2610,1751,167,184.08069469558654,0,NA,NA,0,0,0,0,0
8478406,3223.633333333333,59.41309059384482,0.8803641092327699,2307,2307,1550,137,147.30492819424404,420.75,61.17454545454545,-1.3709090909090909,275,275,176,19,18.562126769835892
8478435,1781.0333333333333,59.682747342600166,-0.18315617334423548,1223,1223,810,83,79.97827157580565,0,NA,NA,0,0,0,0,0
8478470,3533.983333333333,59.811218568665375,0.20309477756286268,2585,2585,1679,166,189.70457134363943,152.11666666666667,60.833333333333336,-0.18421052631578946,114,114,76,7,8.940221460500359
8478492,1745.3666666666666,59.85547201336675,-0.1261487050960735,1197,1197,752,82,77.28825300627025,0,NA,NA,0,0,0,0,0
8478499,2940.2166666666667,59.55812807881773,0.23004926108374385,2030,2030,1293,121,123.30115445967068,676.5,58.67956989247312,1.4752688172043011,465,465,292,33,27.663493970347737
8478848,58.333333333333336,60.38095238095238,-1.119047619047619,42,42,23,3,2.5857757533969776,0,NA,NA,0,0,0,0,0
8478872,3368.3333333333335,58.80591662931421,0.6015239802779023,2231,2231,1509,145,156.23689604705848,0,NA,NA,0,0,0,0,0
8478905,1429.0166666666667,58.59124866595518,0.6296691568836713,937,937,624,75,72.43047379353361,0,NA,NA,0,0,0,0,0
8478916,3295.25,59.18543573418225,0.6764822920811778,2513,2513,1600,151,159.87472024425756,0,NA,NA,0,0,0,0,0
8478971,1210.1166666666666,57.730631704410015,0.8033373063170441,839,839,558,66,57.49754373399701,0,NA,NA,0,0,0,0,0
8479193,1504.5,58.96910856134157,-0.8967343336275375,1133,1133,761,65,77.35818884344592,70.1,56.666666666666664,0.6666666666666666,48,48,34,4,3.020676987413892
8479292,2287,59.464448793215915,-0.024787997390737115,1533,1533,987,104,105.17296980014973,6.616666666666666,47,-18.714285714285715,7,7,5,1,0.35222607170325626
