playerId,mP_2_all,x_2_all,y_2_all,CorsiA_2_all,FenwickA_2_all,SOGA_2_all,GA_2_all,xGA_2_all,mP_3_all,x_3_all,y_3_all,CorsiA_3_all,FenwickA_3_all,SOGA_3_all,GA_3_all,xGA_3_all
8466141,1965.9666666666667,57.00266666666667,-0.754,1500,1500,1143,81,92.94612425871024,0,NA,NA,0,0,0,0,0
8467950,3250.5333333333333,57.08255006129955,0.3101757253780139,2447,2447,1768,180,154.88563161015054,0,NA,NA,0,0,0,0,0
8468011,1353.2666666666667,59.341796875,0.28125,1024,1024,739,53,72.80259060085885,20,53.888888888888886,-1.2777777777777777,18,18,12,3,1.0345892555274268
8468685,3502.5333333333333,59.23806051768137,-0.5468465184104995,2743,2743,2037,174,182.22376120787857,0,NA,NA,0,0,0,0,0
8469514,430.4,59.25429553264605,-0.7353951890034365,291,291,217,27,19.193464553654998,0,NA,NA,0,0,0,0,0
8469608,3190.6,58.6796973518285,-0.06263135771332493,2379,2379,1686,141,156.80542286705074,0,NA,NA,0,0,0,0,0
8470093,101.33333333333333,60.18571428571428,-4.942857142857143,70,70,50,5,4.7234362028364325,0,NA,NA,0,0,0,0,0
8470140,1944.3,56.96974281391831,-1.0915279878971256,1322,1322,946,83,83.27063798949649,0,NA,NA,0,0,0,0,0
8470147,979.1166666666667,56.586021505376344,0.375,744,744,528,35,47.933724569826225,47.36666666666667,61.03448275862069,-4.206896551724138,29,29,23,4,2.673226238894773
8470320,2459.3333333333335,58.2046568627451,-1.2549019607843137,1632,1632,1187,112,103.68080423932287,0,NA,NA,0,0,0,0,0
8470594,2673.4,58.17810371922472,-0.642221058145626,1909,1909,1376,100,121.93188945122864,1258.5833333333333,58.729934924078094,-2.259219088937093,922,922,641,47,55.90645780314692
8470645,1583.5,60.75194468452895,-0.06136560069144339,1157,1157,842,60,77.47561010285054,0,NA,NA,0,0,0,0,0
8470657,3367.616666666667,58.34593023255814,-0.44642857142857145,2408,2408,1770,160,161.76204994136268,0,NA,NA,0,0,0,0,0
8470860,3024.05,59.26257459505541,0.3269394714407502,2346,2346,1744,161,161.502524635408,0,NA,NA,0,0,0,0,0
8470880,2522,58.82329317269076,0.09868043602983362,1743,1743,1228,112,114.64334718254592,177.08333333333334,58.51908396946565,-1.916030534351145,131,131,97,14,8.813135204793289
8471219,691.7333333333333,59.569327731092436,-0.5084033613445378,476,476,346,37,32.36249094969904,0,NA,NA,0,0,0,0,0
8471227,3450.3166666666666,55.701492537313435,-0.9148850342880194,2479,2479,1769,145,137.10023266606706,247.93333333333334,52.93719806763285,-1.748792270531401,207,207,152,14,10.84022119638961
8471239,2332.25,56.98948598130841,-0.1542056074766355,1712,1712,1228,114,120.97521612294965,201.7,56,1.5060975609756098,164,164,119,6,10.186436152836448
8471301,820.9,61.20607028753994,0.8035143769968051,626,626,452,46,46.288360508860364,0,NA,NA,0,0,0,0,0
8471306,1491.75,58.68231349538977,1.0813076278290026,1193,1193,879,95,78.98810251114722,0,NA,NA,0,0,0,0,0
8471418,1780.7166666666667,57.54440789473684,-1.143092105263158,1216,1216,876,76,81.8960981805601,26.616666666666667,49.583333333333336,-3.0833333333333335,12,12,8,0,0.7172060986719515
8471433,58.483333333333334,56.46938775510204,-1.0816326530612246,49,49,34,4,3.5384916997213463,0,NA,NA,0,0,0,0,0
8471469,3475.45,57.999594320486814,-0.16754563894523328,2465,2465,1841,134,160.699618503136,684.0666666666667,58.303901437371664,0.11293634496919917,487,487,363,35,30.982936382054163
8471679,2854.616666666667,57.47471206810215,-0.6304456685027542,1997,1997,1487,148,122.81021629655208,0,NA,NA,0,0,0,0,0
8471695,3173.0833333333335,56.37369420702754,-0.22317188983855651,2106,2106,1514,125,133.63931606606107,686.8333333333334,56.94831013916501,-2.2405566600397613,503,503,339,33,31.404786771209203
8471715,903.7,60.31902718168813,-1.2231759656652361,699,699,510,46,50.29636798349502,0,NA,NA,0,0,0,0,0
8471734,3677.0833333333335,58.64652908067542,-0.7054409005628518,2665,2665,1867,147,177.97841586234168,271.43333333333334,59.367149758454104,1.0966183574879227,207,207,131,7,12.809954724412469
8471750,2886.8333333333335,56.68365287588295,0.27901109989909184,1982,1982,1437,120,129.32160780657856,0,NA,NA,0,0,0,0,0
8471774,1495.2666666666667,56.5910290237467,-1.335971855760774,1137,1137,787,71,69.4132566735639,48.016666666666666,50.70967741935484,0.5483870967741935,31,31,16,1,1.8301477841478448
8473434,1773.5333333333333,57.83875851627555,-0.5541256623769871,1321,1321,963,105,86.55429220842356,0,NA,NA,0,0,0,0,0
8473461,684.8833333333333,58.646840148698885,-0.9739776951672863,538,538,392,37,37.23652468736222,20,50.1,8.5,10,10,7,0,0.3866486556100382
8473499,181.95,58.82014388489208,-2.179856115107914,139,139,95,7,9.688150268076173,0,NA,NA,0,0,0,0,0
8473503,2411.4166666666665,58.000537345513166,-0.24825362708221385,1861,1861,1373,120,122.26959832875932,0,NA,NA,0,0,0,0,0
8473541,2001.3833333333334,57.26034712950601,-1.5801068090787718,1498,1498,1093,95,92.4146863861746,217.06666666666666,56.3780487804878,1.475609756097561,164,164,120,14,8.449789507706456
8473575,2861.05,57.896162528216706,-0.06455981941309255,2215,2215,1595,128,139.07505689708654,0,NA,NA,0,0,0,0,0
8473607,1038.7166666666667,57.158839779005525,-1.0814917127071824,724,724,530,45,44.897826027914164,149.83333333333334,63.666666666666664,2.01010101010101,99,99,72,11,6.7362031825021065
8474152,2475.116666666667,59.87079326923077,-1.2133413461538463,1664,1664,1171,131,113.49548368296554,0,NA,NA,0,0,0,0,0
8474550,1213.1,59.971144278606964,-1.471641791044776,1005,1005,710,63,68.4517680498749,0,NA,NA,0,0,0,0,0
8474593,3413.7166666666667,59.02713815789474,-0.18626644736842105,2432,2432,1747,154,166.63853795066538,0,NA,NA,0,0,0,0,0
8474596,3316.9666666666667,58.4487648673376,0.35315645013723695,2186,2186,1614,152,137.72368639894214,0,NA,NA,0,0,0,0,0
8474636,128.75,61.51923076923077,1.7307692307692308,104,104,75,7,7.1293266679790515,0,NA,NA,0,0,0,0,0
8474651,3067.8,58.948018747337024,0.3685556028973157,2347,2347,1648,153,155.25453925744395,1385.75,57.07572614107884,-0.4367219917012448,964,964,639,50,57.76354712788913
8474667,492.6,56.34349030470914,-0.38227146814404434,361,361,271,24,23.171319607683532,0,NA,NA,0,0,0,0,0
