playerId,gP_2,mP_2,d_2,a_2,FenwickA_2_std,FenwickA_2_all,SOGA_2_std,SOGA_2_all,GA_2_std,GA_2_all,xGA_2_std,xGA_2_all,gP_3,mP_3,d_3,a_3,FenwickA_3_std,FenwickA_3_all,SOGA_3_std,SOGA_3_all,GA_3_std,GA_3_all,xGA_3_std,xGA_3_all
8478433,5,297.25,33.25774136566863,28.116368575967247,180,247,128,177,10,16,12.665750608800884,19.996528243852115,0,0,NA,NA,0,0,0,0,0,0,0,0
8478435,23,1243.1333333333334,36.693723249160314,30.546718015578765,696,871,480,609,39,57,39.92330752050257,54.98084106346705,1,19.933333333333334,24.080390360789583,34.617191336724304,4,9,3,7,0,0,0.33998590775979276,0.8592431933695254
8478470,38,1942.8166666666666,34.31607236650116,29.555961272945176,1143,1508,852,1125,74,122,74.07186048993167,108.62225767478695,0,0,NA,NA,0,0,0,0,0,0,0,0
8478492,44,2361.3,35.08890208314929,30.435321644788733,1285,1610,914,1145,88,119,78.04069957993575,106.51395056372372,5,262.9,32.56408602937587,32.98157766427871,172,214,123,148,11,13,10.473947996904247,14.309126408354233
8478499,25,1375.95,37.35288211520447,27.986306285995116,743,903,529,648,44,61,44.89841876163695,57.60556895020307,0,0,NA,NA,0,0,0,0,0,0,0,0
8478872,52,2773.233333333333,35.30569897015433,29.613949231808476,1770,2264,1320,1669,124,170,109.73533859929478,154.27854800717762,0,0,NA,NA,0,0,0,0,0,0,0,0
8478902,14,779.4833333333333,35.35461737244063,30.282130213491616,407,537,284,385,28,43,24.397922183253424,35.494189168509045,1,30.766666666666666,32.614527590324855,30.70811489517697,10,18,6,10,0,0,0.8227699854124308,1.7960884001403943
8478903,1,59.7,36.335836991504834,27.76772225052481,35,50,33,39,6,7,2.409191833330042,3.6146053218678604,0,0,NA,NA,0,0,0,0,0,0,0,0
8478916,5,293.21666666666664,29.974727370154824,32.73264823267869,144,185,107,140,16,21,11.8358800859147,16.12009889853377,0,0,NA,NA,0,0,0,0,0,0,0,0
8478933,1,20,27.35371780919679,32.82405145336759,10,12,6,7,2,3,1.0690102562406507,1.281108796564772,0,0,NA,NA,0,0,0,0,0,0,0,0
8478971,3,177.75,34.75644770217692,34.757067028704036,89,121,66,91,10,11,4.5599333070973,8.1820269902175,4,230.85,35.82382855042506,30.06811268641367,163,212,126,161,9,14,9.592984702271004,14.2379543595518
8479193,26,1418.15,37.19163912334703,29.077441366712463,815,1026,616,769,48,66,48.54926200981397,66.14436631719099,1,89.11666666666666,43.78393738666824,36.018022045108,54,58,47,51,1,3,3.25657729032023,3.5374430088665547
8479292,5,246.41666666666666,35.84235516688989,33.32498124554746,145,166,100,118,5,5,7.838816210488856,9.775175854216755,0,0,NA,NA,0,0,0,0,0,0,0,0
8479312,2,122.81666666666666,31.214272913832556,35.41628476969374,73,94,49,65,4,6,5.940644647343291,8.387560217944255,0,0,NA,NA,0,0,0,0,0,0,0,0
8479313,7,268.96666666666664,34.43860289359655,29.32770048074791,170,212,118,151,9,15,11.500939315209633,15.208237239434323,0,0,NA,NA,0,0,0,0,0,0,0,0
8479361,4,239.9,36.861596108914995,26.788070990700795,148,176,103,123,8,11,9.308630114349096,11.728179309583675,0,0,NA,NA,0,0,0,0,0,0,0,0
8479394,45,2603.0666666666666,35.5189477670085,31.342184161032367,1560,1935,1152,1441,95,137,97.54636979792805,131.76609816302314,0,0,NA,NA,0,0,0,0,0,0,0,0
8479406,18,1047.55,33.24738504035132,31.354160165250097,616,786,451,574,42,62,41.466804080980076,58.211885214777084,0,0,NA,NA,0,0,0,0,0,0,0,0
8479496,17,822.9333333333333,33.53994419363968,30.719798594994575,472,603,337,432,33,49,28.727150726491246,41.121174696737896,1,15.066666666666666,34.94748816385255,38.266940980973025,12,15,10,13,3,5,0.6391904139088515,0.9270041590013525
8479581,2,74.95,30.622091281881914,34.66292239631415,50,52,39,41,8,9,3.786252490761271,3.8904382674924864,0,0,NA,NA,0,0,0,0,0,0,0,0
8479973,13,734.15,35.672812283610924,28.810129589120304,385,476,298,367,25,32,23.130645747141976,31.862126496041867,0,0,NA,NA,0,0,0,0,0,0,0,0
8479979,48,2707.6,35.60217729301893,32.21108999948789,1504,1866,1057,1331,85,114,88.28564270999505,119.31380231130166,7,429.81666666666666,37.40361764999153,30.52226259201487,324,421,215,285,10,13,16.22844260707417,24.244598393340024
8480022,1,57.35,37.08688329710486,29.060728259775125,21,23,16,17,2,3,1.5954533082359024,1.8047859883424744,0,0,NA,NA,0,0,0,0,0,0,0,0
8480045,9,503.06666666666666,37.35684817340858,29.416067874494576,333,393,236,277,20,23,17.78024073830101,22.862522724394687,0,0,NA,NA,0,0,0,0,0,0,0,0
8480051,12,519.2166666666667,35.7562191017852,29.21828448911778,324,409,243,302,32,40,21.243542068460734,27.75959653192509,0,0,NA,NA,0,0,0,0,0,0,0,0
8480193,4,174.85,35.910668883552724,32.06950413675034,130,144,98,111,7,7,9.011017135559534,9.956685715797331,0,0,NA,NA,0,0,0,0,0,0,0,0
8480280,41,2390.233333333333,37.55174593788689,29.773886450939045,1183,1552,837,1111,65,96,64.97613826900249,95.93671065336086,5,296.1166666666667,38.68735840312889,29.15429020445957,154,223,106,146,10,13,8.982260591309567,14.51164035489742
8480313,19,1097.7333333333333,34.683373419063926,31.696309284043654,638,775,462,569,36,49,38.340178628397254,50.342495431438145,0,0,NA,NA,0,0,0,0,0,0,0,0
8480373,2,70.3,35.916178379114044,37.381027157096455,38,50,25,35,2,3,1.9094152849301376,3.289247289989282,0,0,NA,NA,0,0,0,0,0,0,0,0
8480382,33,1746.1,34.31299272932872,30.468461987523956,984,1190,686,832,59,85,61.87446343481275,80.59681374414001,2,58.95,28.776529867480697,30.72299513493401,39,45,28,31,2,2,3.308364995398894,3.953634044591217
8480420,8,343.1,34.99442345801623,32.27502908924217,241,291,178,218,15,22,14.44485371477455,18.946686007569532,0,0,NA,NA,0,0,0,0,0,0,0,0
8480591,1,19.266666666666666,63.32608842821027,28.35940761491639,3,4,2,3,0,1,0.10541928265829299,0.24153516917746537,0,0,NA,NA,0,0,0,0,0,0,0,0
8480843,4,201.45,35.27518298282861,30.973346211035004,117,146,89,108,7,10,6.791516059756762,9.604021368420218,0,0,NA,NA,0,0,0,0,0,0,0,0
8480925,21,1200.15,35.90312512180404,30.108913360128653,633,803,480,608,34,51,35.68488784128887,50.72428242439707,7,341.18333333333334,36.42030503915261,29.877227050977808,183,238,135,171,11,16,10.621264691380569,15.182046753186016
8480947,32,1815.5833333333333,34.529115612440386,31.237631369582036,1044,1300,778,973,75,106,62.168947562130334,85.07213727289756,0,0,NA,NA,0,0,0,0,0,0,0,0
8480981,2,117.15,35.94016539913004,28.874795696812917,55,78,34,50,3,6,2.8507248586608287,5.027579859535245,0,0,NA,NA,0,0,0,0,0,0,0,0
8481020,2,96.76666666666667,44.43089834571661,30.225803672897253,54,66,43,51,3,7,2.4347218320724777,3.4477247615176405,0,0,NA,NA,0,0,0,0,0,0,0,0
8481031,3,185,33.172073133211605,29.842629752321145,108,142,78,104,10,13,7.058341781113047,9.837256391848143,0,0,NA,NA,0,0,0,0,0,0,0,0
8481033,6,235.98333333333332,36.48994336446342,26.834484614763262,134,151,102,114,16,19,8.430137339397092,9.855603085369761,0,0,NA,NA,0,0,0,0,0,0,0,0
8481519,32,1740.2333333333333,34.83593873991699,30.781296138030893,871,1167,657,876,49,81,52.92788605607902,78.91245356188071,0,0,NA,NA,0,0,0,0,0,0,0,0
8481544,2,117.3,29.549573012639865,30.678511149055232,50,72,37,54,3,6,3.0994218921076864,5.338460908755091,0,0,NA,NA,0,0,0,0,0,0,0,0
8481597,1,20,34.16120800891215,28.073266983432575,7,10,7,10,2,3,0.3537789433007315,0.8048081967349666,0,0,NA,NA,0,0,0,0,0,0,0,0
8481611,3,148.6,36.371291228908774,33.56820453076784,53,77,40,61,3,6,3.197070732538778,5.2232157864766835,4,169.56666666666666,37.773117612709626,30.984730419518336,80,122,57,84,6,11,4.788336622304369,8.200487792147577
8482076,25,1271.5333333333333,36.88280402019186,28.931107042582184,747,883,524,617,47,66,45.43976657438381,59.837779669357985,0,0,NA,NA,0,0,0,0,0,0,0,0
8482821,3,155.81666666666666,32.89743613031007,32.2518128927352,95,128,66,95,9,13,5.8916719544693645,8.911882385529328,0,0,NA,NA,0,0,0,0,0,0,0,0
