playerId,mP_2_all,x_2_all,y_2_all,CorsiA_2_all,FenwickA_2_all,SOGA_2_all,GA_2_all,xGA_2_all,mP_3_all,x_3_all,y_3_all,CorsiA_3_all,FenwickA_3_all,SOGA_3_all,GA_3_all,xGA_3_all
8467950,1845.1833333333334,57.52683615819209,-0.625,1416,1416,1018,100,91.77516503421317,0,NA,NA,0,0,0,0,0
8468011,1238.2333333333333,60.19382321618743,-0.08519701810436635,939,939,685,64,63.15158640588176,0,NA,NA,0,0,0,0,0
8468685,1596.7333333333333,58.86796875,-1.1,1280,1280,884,84,87.01553631956558,119.15,51.714285714285715,0.7244897959183674,98,98,71,7,6.060203008880261
8469608,2156.85,57.65287049399199,0.14686248331108145,1498,1498,1087,106,99.12234997009801,26.533333333333335,60.44444444444444,-6.148148148148148,27,27,23,5,1.894501768952971
8470147,1080.9333333333334,48.82853403141361,1.0026178010471205,764,764,551,52,48.324765287890536,0,NA,NA,0,0,0,0,0
8470594,2880.1,58.41,0.6373684210526316,1900,1900,1400,133,118.2067744862811,238.03333333333333,58.84,-1.672,125,125,100,9,9.042805565486628
8470645,2340.05,60.44398340248963,-0.11381149970361588,1687,1687,1295,108,117.27613278588417,544.0166666666667,61.354312354312356,1.0093240093240092,429,429,324,30,31.522889704027868
8470657,1371.5666666666666,60.049394221808015,-0.26654240447343897,1073,1073,818,96,71.82853928690719,0,NA,NA,0,0,0,0,0
8470860,1833.3666666666666,56.79968578161822,0.8444619010212098,1273,1273,905,73,80.86748639351657,543.2,54.85828877005348,-2.179144385026738,374,374,256,25,21.216296026426857
8470880,1673.9,59.36856875584659,0.754911131898971,1069,1069,796,80,73.53023230228953,139.5,62.45,0.6375,80,80,56,5,6.026655641425301
8471227,1664.65,55.59670424978317,-0.6287944492627927,1153,1153,849,93,70.09711015261485,0,NA,NA,0,0,0,0,0
8471239,679.2666666666667,57.70867768595041,0.04132231404958678,484,484,355,40,35.092427537448756,0,NA,NA,0,0,0,0,0
8471306,1595.9333333333334,58.020833333333336,-0.5234375,1152,1152,839,73,72.73972416393387,178.11666666666667,60.4375,1.4017857142857142,112,112,84,6,6.755182037061185
8471418,1677.4833333333333,56.410234899328856,-0.2139261744966443,1192,1192,882,62,71.72835380765855,1492.9166666666667,56.453053783044666,1.504102096627165,1097,1097,814,67,79.65333047520812
8471469,1987.7666666666667,59.1657060518732,-0.2579250720461095,1388,1388,1004,105,89.57674344554017,0,NA,NA,0,0,0,0,0
