playerId,gameId,ixGF_ev,ixGF_pp,ixGF_sh,oxGF_ev,oxGF_pp,oxGF_sh,oxGA_ev,oxGA_pp,oxGA_sh
8448208,2015020020,0.40282245264894145,0,0,0.6222102440464191,0.0384354016279661,0,0.18417368292601988,0,0.3562304180425381
8448208,2015020035,0.09214780322523508,0,0,0.5023707918743713,0.28856054213615195,0,0.3976090175110901,0,0.03983481564418015
8448208,2015020041,0.13660073037431744,0,0,1.2350428932847257,0.2575137624279067,0,0.20575037501434143,0,0.38221434133126164
8448208,2015020055,0.05706942577851535,0.5508062819337984,0,0.5030754120433849,2.2092831156210884,0,0.07465214537303391,0,0
8448208,2015020068,0.35665002390864436,0,0,1.049729131106603,0.06298713624047861,0,1.270699457169294,0,0
8448208,2015020083,0.14303225349305346,0.15083399029953937,0,1.0036695667170246,0.15083399029953937,0,0.24751050930643434,0,0.00222231368153639
8448208,2015020097,0.10890890480945897,0.4584569184381933,0,0.32199891828446053,0.8210488381118863,0,1.1546799595718524,0,0
8448208,2015020113,0.3765113424504859,0,0,0.7264600238005565,0.22495488489124915,0,0.3423045693247081,0,0
8448208,2015020128,0,0,0,0.0514633336464371,0,0,0,0,0
8448208,2015020184,0.06670898867832281,0,0,0.6783662904676314,0.13461866104997378,0,0.7468183949590285,0,0
8448208,2015020193,0,0.0892939016755925,0,0.3038743170568632,0.7808898707218939,0,1.9840860107460605,0,0
8448208,2015020201,0,0,0,0.3686276114504421,0.16440102886030045,0,0.7852913090491765,0,0.0363005700361593
8448208,2015020222,0.24164074300569427,0,0,1.5132547636248348,0.6926446163165064,0,0.9960841549283737,0,0
8448208,2015020236,0.08283870879106396,0,0,0.6906555853720693,0.2387334168623906,0,0.3014924271774457,0,0
8448208,2015020251,0,0,0,0.4909846383408154,0.3557685499040736,0,0.500320594638441,0,0
8448208,2015020265,0.1549248711916572,0,0,0.5808825601722233,0.09634138272672169,0,0.46513454889243655,0,0
8448208,2015020285,0.14602048455870345,0,0,0.6758817585933732,0.17274844412917253,0,1.4701181414018625,0,0.23485004092097764
8448208,2015020296,0.23765824564605598,0.1513464274896615,0,0.5770517775327466,1.6966363679302958,0,0.6356687571399916,0,0
8448208,2015020313,0.2134608982075592,0,0,0.8798581942769822,0.5808195330627016,0,0.7143913569099722,0,0.05222460444040403
8448208,2015020339,0,0,0,0.2352138538991554,0.03604363693939993,0,0.5963460413801756,0,0
8448208,2015020354,0,0.2925227781616194,0,0.3562610878328395,0.6402462038821358,0,0.2872082132507517,0,0
8448208,2015020363,0.06858733619811647,0,0,0.5239884304397012,0,0,0.1998504464545891,0,0
8448208,2015020378,0.21009623940317218,0,0,0.45622692540977966,0,0,0.6597822809243259,0,0
8448208,2015020383,0,0.0645990351548504,0,0.17345307403168694,0.7155018986773661,0,0.7217244061159426,0,0
8448208,2015020400,0.12749966640274257,0,0,0.9017742061189349,0.20300763545756356,0,0.2162862170910409,0,0
8448208,2015020412,0.20393423536025082,0,0,0.6886643314718449,0.4499208779190702,0,0.3499545136106199,0,0
8448208,2015020423,0.2563372127754455,0,0,0.48750476377960783,0.20157708592483944,0,0.0826702409634999,0,0.00778302241416658
8448208,2015020435,0.05905475678400036,0,0,0.5566309778377081,0,0,1.032589823234512,0,0.08655940166234301
8448208,2015020467,0,0,0,0.5211737989594963,0.05408185478019243,0,0.33468565065501954,0,0
8448208,2015020479,0,0.07847847243887211,0,0.37377882157509157,0.17893677534794786,0,1.1754434165305963,0,0
8448208,2015020493,0.6512630499282176,0.1933302279601764,0,1.7754327258628524,0.27846294715018205,0,0.14352631836651078,0,0
8448208,2015020511,0.18291201407544125,0.3484252407620428,0,0.8960873610698965,0.7194727298684569,0,0.4272634638084391,0,0.1494755689004541
8448208,2015020527,0.21122365838668916,0,0,0.8375174185629949,0.4475118125794132,0,0.26262716925285234,0,0
8448208,2015020545,0.3609377977067527,0,0,1.2493777120811764,0.06646418073845553,0,0.32000540989215726,0,0.0224434324345992
8448208,2015020572,0,0.07506327898483488,0,0.23683083472676145,0.6325963052159559,0,1.249419536253496,0,0.02659578201301654
8448208,2015020580,0.19107494049440843,0.20370358575744524,0,0.26848036016195737,0.42628390932380766,0,0.75344930452936,0,0
8448208,2015020589,0.14284739807245775,0,0,0.4811250484845598,0,0,0.18212168115975189,0,0
8448208,2015020602,0,0,0,0.19213527821180562,0,0,0.16435995410873366,0,0.00693136711803111
8448208,2015020629,0.29350172987499934,0,0,0.5466475795266785,0,0,0.39191231511591484,0,0
8448208,2015020632,0.13972367416881049,0,0,0.641523077016569,0,0,0.2685949714715346,0,0
8448208,2015020644,0.05731195124683835,0.13221594412440962,0,0.4929817287766001,0.3212588963853953,0,1.1221731388823453,0,0
8448208,2015020672,0.04247134082162406,0.22418744691439002,0,0.04247134082162406,0.42431266787015937,0,0.5106363222631134,0,0.02410793009220848
8448208,2015020677,0,0,0,0.4663760450300672,0.178437577083901,0,0.25217185606380244,0,0
8448208,2015020707,0.1735051590541451,0,0,0.4558870798962687,0.371653856505871,0,0.2998041739170122,0,0
8448208,2015020714,0.09239027365723662,0,0,1.0517367540275768,0.3330093708227951,0,0.2957761203377861,0,0
8448208,2015020736,0.04672255052619827,0,0,0.3223079044054667,0.36773335344561336,0,0.4863459620575041,0,0
8448208,2015020749,0.04219638021116265,0.07143444594434287,0,0.3939565477899762,0.18976314536608843,0,0.46699926817189374,0,0
8448208,2015020764,0.03427691009306945,0.08416576585877157,0,0.6121264084599944,0.16989020633942328,0,0.20605020647468109,0,0
8448208,2015020781,0.1709745254762051,0.3494298441998528,0,0.5555301133528973,0.7967583972006327,0,0.39304008316452144,0,0.055336586035025864
8448208,2015020793,0.13416253211301338,0.11357578905847762,0,0.5283543392136429,0.41616281194735466,0,0.7179866688153287,0,0
8448208,2015020795,0.10663789553335781,0.5351085434381908,0,0.9537287507523583,0.5913071201475383,0,1.0335304017145714,0,0
8448208,2015020823,0.23305616910185817,0.0604311212367092,0,0.8496307178379047,0.16797860580317808,0,1.6329447849935337,0,0
8448208,2015020827,0.40023883680724104,0.12534490721158612,0,1.0173062589516204,0.2540624691290943,0,0.6918201726958553,0,0.05836880184999742
8448208,2015020842,0.099328240108161,0,0,0.39274540617125664,0.19771636337274184,0,1.128813320952566,0,0
8448208,2015020863,0.20529945148123643,0,0,0.2797113771422833,0.11835423186101228,0,0.5510948514458572,0,0
8448208,2015020877,0.406999580198085,0,0,1.292633590041022,0.10471249377552955,0,0.7713092625586168,0,0.0355872652906193
8448208,2015020909,0,0.11456610790764732,0,0.6128230629334515,0.38222180737745415,0,0.0955634605835925,0,0.0491515052405926
8448208,2015020923,0.21203125234442535,0.10385662895485928,0,0.4528219885276699,0.1527425035055413,0,1.0372698112691874,0,0.10953391114298155
8448208,2015020932,0.14438701666256398,0,0,0.3985441376523325,0.09712547839682036,0,0.4740273869526803,0,0
8448208,2015020949,0.1916005782585567,0,0,0.4103685006173647,0,0,1.0911885559349697,0,0
8448208,2015020962,0.10719204169210761,0.5338042712529002,0,0.5089278544475635,0.8182080151221264,0,0.456465411284769,0,0
8448208,2015020978,0.04506065476831547,0.1724023946210497,0,0.18430726493171712,0.8259393458101169,0,0.27986057968804945,0,0
8448208,2015020988,0.1382028682817213,0,0,0.9133992330149225,0.5398761190335469,0,0.28756761817272175,0,0.0342775082787631
8448208,2015021010,0.2912624487798835,0,0,1.5383508280169356,0.03258067202061926,0,0.6508550301590602,0,0
8448208,2015021023,0.4772022739377155,0,0,0.8945663206351646,0.069924604535145915,0,0.4347576983383148,0,0.00103885721087508
8448208,2015021033,0.1611092669251964,0,0,0.8372089428181755,0.06479624941454225,0,0.9533006466780011,0,0
8448208,2015021043,0.143267384727199,0,0,0.8423074448593086,0.21067869339082357,0,0.9198214600572268,0,0
8448208,2015021056,0.7866644857984736,0.2880254511390971,0,1.353215216118493,0.3923200756891843,0,0.5377909513301787,0,0
8448208,2015021072,0.08436579751273728,0.13224622394280716,0,0.6061594087966559,0.31994038034208816,0,1.0726202747338218,0,0
8448208,2015021086,0.10735158729566704,0,0,0.25284508603552913,0,0,0.5930660725184331,0,0
8448208,2015021101,0.02160022951170041,0,0,0.8332540317926396,0.2961398254789556,0,0.47002048565615384,0,0.00808452856273027
8448208,2015021122,0.03259504894252178,0.07946961386246683,0,1.2922806053870735,0.4450233184270993,0,0.3285665471161663,0,0
8448208,2015021144,0.20813682829647773,0.09082852377945756,0,0.612646937806304,0.19217465473704723,0,0.8740456678725731,0,0.3160341550285852
8448208,2015021157,0.14692990998857824,0.06456124312330429,0,0.7400122757178987,0.38787604515742297,0,0.23726816852736424,0,0
8448208,2015021172,0.25906815733999444,0.08268774954073284,0,0.6901517293574252,0.5044964591057266,0,0.28642919536744055,0,0
8448208,2015021185,0,0,0,0.30138025002545443,0.22757978158115227,0,0.7065195737442953,0,0.0018559624887945
