season,label,engine,engineLabel,rows,goals,total_xg,goal_rate,xg_rate,log_loss,brier,roc_auc,pr_auc,calibration_ratio,calibration_error
20252026,All XGBoost,xgboost,XGBoost,91496,6735,7143.020762167871,0.07360977529072309,0.07806921354124534,0.2188273564191361,0.06046509140701893,0.7972269125432434,0.2811617129008694,1.0605821473152,0.06058214731519995
20252026,All LightGBM,lightgbm,LightGBM,91496,6735,7145.6393051760315,0.07360977529072309,0.07809783274871133,0.2187805914765091,0.06046440005242002,0.7971847808905601,0.2818722767749733,1.060970943604459,0.06097094360445898
20252026,Hybrid V3,hybrid,Hybrid,91496,6735,7150.659655970462,0.07360977529072309,0.07815270236920056,0.21839677447652697,0.06037682032030211,0.7984012394096729,0.2833386511412268,1.0617163557491407,0.06171635574914069
