gameId,ixGF_ev,ixGF_pp,ixGF_sh,oxGF_ev,oxGF_pp,oxGF_sh,oxGA_ev,oxGA_pp,oxGA_sh
2020020010,0,0,0,0.156492453776553,0,0,0.16526495702664562,0.04591624674074268,0
2020020025,0,0,0,0.25219256624774694,0,0,0.43497368226950806,0.14921974953773534,0
2020020040,0,0,0.08360796207961725,0.5847598880224746,0,0.08360796207961725,0.3538932285832549,0.126972133826743,0
2020020052,0.14259169863050636,0,0.02543871098064478,0.2830581380425701,0,0.026039438631273892,0.26743981424103497,0.20984725526656778,0
2020020062,0.11362626011873445,0,0,0.3831495918718228,0,0,0.25173974082182693,0.07783433311948457,0
2020020076,0.09144099542930365,0,0.5451360147523792,0.7495460998118544,0,0.6209115205003863,0.20864455099128776,0.06356128181082048,0
2020020097,0.02974403926779146,0,0,0.7502756899663007,0,0,0.2907734314914081,0,0
2020020153,0.03119188150971868,0,0,0.12411830177373989,0,0,0.3908817247929249,0.41818757677609103,0
2020020168,0.05237537529756561,0,0,0.12205990706270015,0,0.04226202516516287,0.16085523204024077,0.12258986761340618,0
2020020190,0.04572736507601536,0,0,0.15366480633562635,0,0,0.40837123575165607,0.06123501557240351,0
2020020197,0.04087106385932115,0,0,0.604275240532826,0,0,0.23292321896872048,0,0
2020020224,0.02601384202543969,0,0,0.11778007438204534,0,0,1.140746593861427,0.15900886949483353,0
2020020238,0.09108116731341186,0,0,0.32645952418608937,0,0.00282827323266926,0.10079274719914964,0,0
2020020255,0.24158302492607237,0,0.11143758266478254,0.2522529418989808,0,0.11143758266478254,0.42901869274948856,0.02897021733671142,0
2020020274,0.11546423301146348,0,0,0.22326856393087344,0,0,0.9483731204524344,0.17855794576056608,0
2020020296,0,0,0,0.4090259759406634,0,0,0.16615744756137416,0,0
2020020314,0.26861019888632776,0,0.3140633775257639,0.4281088068302961,0,0.3140633775257639,0.13592825413101212,0.09893237639626526,0
2020020330,0.0168171739421646,0,0,0.19638438836103178,0,0.11973297097960243,0.07068479638696301,0,0
2020020348,0.01593888682567599,0,0.04766526088083891,0.3161585072303759,0,0.04766526088083891,0.6647497639681502,0.11166382928712366,0
2020020365,0,0,0,0.2847455512079947,0,0.16651317247841507,0.2587137751037923,0.10312823304082482,0
2020020404,0.11978169685136514,0,0,0.3623695651739992,0,0,0.41058939321706056,0.13366162556859412,0
2020020419,0.11426001044350774,0,0,0.6297471374322722,0,0,0.7366100754625643,0.0805432679214747,0
2020020442,0.09039824922408876,0,0.09278734066016936,0.6635705007952487,0,0.19833800895604797,0.29028918222267364,0,0
2020020460,0,0,0,0.29575466329234723,0,0.04576501247597921,0.13164596783940663,0.45924485969106305,0
2020020470,0.10232478138933726,0,0,0.7918359053889845,0,0,0.2874707277123181,0,0
2020020485,0.0396937683522494,0,0,0.659054345891633,0,0,0.4779486909400154,0.03247484959621524,0
2020020497,0.1854268041082598,0,0,0.36898627496381703,0,0,0.17596221857696548,0,0
2020020518,0.00311079335215795,0,0,0.8522729920602653,0,0,0.9236944117664352,0.05988596220077253,0
2020020531,0.1150190549430697,0,0,0.2178613378088288,0,0,0.4293489249127436,0.1893650563982056,0
2020020543,0.12487987381025284,0,0,0.5376576990702747,0,2.801461818928798e-4,0.7780977557275294,0.1431969143023959,0
2020020562,0,0,0,0.0881955283908029,0,0,0.13463078769423376,0,0
2020020576,0.14915779848098762,0,0,0.2139793254355403,0,0,0.15133156384935598,0.34148950883551454,0
2020020588,0.30926388522985054,0,0,0.49945630963592363,0,0,0.284683703786282,0.05058652332235489,0
2020020598,0.3014110465941512,0,0,1.2043684700100832,0,0,0.4294856979352466,0,0
2020020615,0.34711275007746556,0,0,0.5842716988023197,0,0,1.6383465710133989,0,0
2020020629,0.04183678960390508,0,0,0.2536533786255065,0,0.03850146806626362,1.143960104047238,0,0
2020020642,0.13999150501849095,0,0,0.5681160696966561,0,0,0.5987269437954761,0,0
2020020657,0.6653822855306708,0,0,1.1825976955907638,0,0,0.2778657513639772,0,0
2020020678,0.02078460402304612,0,0,0.41425832476913677,0,0,0.1503071874411533,0,0
2020020693,0.19292683776598699,0,0,0.43023243515510445,0,0,0.930837055321394,0,0
2020020706,0.29631738104636973,0,0,0.5272833273649025,0,0,0.8813052759743026,0,0
2020020718,0.858828827401418,0,0,1.2204300575908278,0,0,0.4825935187217292,0,0
2020020732,0.20362715955444177,0,0,0.23310443140860868,0,0,0.01124910285694666,0.07872746838681462,0
2020020846,0.0699264711548396,0,0,0.48478950060913406,0,0,0.5797376576184166,0.4197335789956533,0
2020030131,0.00351439459823931,0,0,0.3553649204999154,0,0,0.46247761600119414,0,0
2020030132,0,0,0,0.0774058142135334,0,0,0.29588774143286517,0.20141521033504517,0
2020030133,0.04949037874493218,0,0,0.45979481884926593,0,0,0.6770162070307134,0.0816229998555758,0
2020030134,0.038037616405325575,0,0,0.73943668629325765,0,0,1.2788584875898283,0.491088422448693,0
2020030135,0,0,0,0.4317037183944085,0,0,0.30432837169728555,0.20390130410083446,0
2020030136,0.04893430898603432,0,0,0.4708961292624721,0,0,0.29623651197902406,0,0
2020030221,0.01674173968807126,0,0,0.8749591110744839,0,0,0.19139307632070154,0,0
2020030222,0.01594583564872569,0,0,0.2706581565441809,0,0,0.31692717284619093,0,0
2020030223,0.12192334217661534,0,0,0.30472926124081706,0,0,0.49440371398458877,0,0
2020030224,0.054969625515170054,0,0,0.4039571236792077,0,0,0.4115905602587199,0,0
2020030225,0.49491243224865267,0,0,0.7533540744309283,0,0,0.49824434745717316,0,0
