gameId,ixGF_ev,ixGF_pp,ixGF_sh,oxGF_ev,oxGF_pp,oxGF_sh,oxGA_ev,oxGA_pp,oxGA_sh
2022020006,0.09566220346707154,0,0,0.4344487417015629,0,0,0.03561826915825281,0,0
2022020098,0.23053208945343928,0.17262865828717433,0,1.5510521959146855,0.45187923586273937,0,0.878839945730911,0,0
2022020122,0.14482589071372237,0.20309119644667742,0,0.4602637443680162,0.5575618511829032,0,0.457004946695861,0,0.06858686908933598
2022020139,0.05018457060289062,0.03884650739300335,0,0.20824350250305507,0.16155907890705803,0,0.45618870729431965,0,0
2022020175,0.24436989436980616,0.32551210101930805,0,1.6310867899205037,1.8243860053093137,0,1.0867462565458932,0,0.1875966925356491
2022020185,0.24851374803690354,0,0,1.156676814147802,0.1187625991385541,0,1.0447350844762855,0,0
2022020214,0.1635039582454496,0,0,0.7830781937474809,0.43625826130541967,0,1.649039124829378,0,0.25035282157585864
2022020231,0.1924088228784745,0,0,0.7962309642614959,0.03014002338043073,0,0.613716176363863,0,1.0326522476769817
2022020338,0.24233981723655915,0.5360700955538968,0,0.8877592656865597,1.5682358589285654,0,0.8635966539123897,0,0
2022020378,0.5651693481140284,0,0,1.1108178850121082,0.2453514267369839,0,1.3303329135772255,0,0.03792398349924826
2022020394,0.31908170908984557,0.15228191010482894,0,0.5875317928088082,1.5567104797189584,0,0.6257342871995853,0,0.0895414632616369
2022020404,0.6918120415214414,0.10959602233063229,0,1.403156218170381,0.35634095015405765,0,1.376656099099413,0,0
2022020412,0.2656998053233522,0,0,0.3832609972189136,0.4808517772123946,0,0.5278447987803196,0,0
2022020424,0.399283992207637,0.36219223240874754,0,0.7903651430000698,1.349756495669708,0,0.336955306182786,0,0.15873419073512413
2022020443,0.24554984241016117,0.10895145725764183,0,0.7155867512454378,0.454574170317584,0,1.0186931689974643,0,0
2022020455,0.15558922612470996,0,0,0.6578599661281538,0.48093556672217497,0,1.8474625324208245,0,0
2022020470,0.08440184737949523,0.0741231718895861,0,0.24962306488491312,0.0741231718895861,0,1.603963607105252,0,0
2022020484,0.1780678407342847,0.6227570480097563,0,0.8659306579734642,1.5673433539252628,0,1.627443978418563,0,0
2022020502,0.13537730840248302,0,0,0.7506512579812942,0.1455532942462937,0,1.6875009502287623,0,0
2022020510,0.20423213734475054,0,0,1.560064550544121,0,0,1.3293370508775588,0,0.11238456479514616
2022020540,0.03902204828125015,0.12875481008939876,0,0.35644093315414166,0.9638677723303937,0,0.9943736490489945,0,0.00123129212460815
2022020601,0.10158408612038557,0.10366759707411886,0,0.24474856583576476,0.13954387241676475,0,0.48927908693498823,0,0.42805067104846783
