gameId,ixGF_ev,ixGF_pp,ixGF_sh,oxGF_ev,oxGF_pp,oxGF_sh,oxGA_ev,oxGA_pp,oxGA_sh
2025020704,0.00135594606399536,0,0,0.3312639594078064,0,0,0.3229033946990967,0,0
2025020716,0.04128026962280273,0,0,0.3109546899795532,0,0,0.2669547200202942,0,0
2025020750,0.07700753211975098,0,0,0.5270776208706589,0,0,0.9551653525921573,0,0
2025020761,0.01169538497924804,0,0,0.19836044311523438,0,0,0.6571359634399414,0,0
2025020773,0.01355999708175659,0,0,0.08804690837860107,0,7.314260556094229e-4,0.5522739291191101,0.26295727491378784,0
2025020799,0.05796551704406738,0,0,0.28969699144363403,0,0,0.3273102641105652,0,0
2025020817,0.0626329779624939,0,0,0.0626329779624939,0,0,0.043812215328216546,0,0
2025020823,0.12430548667907716,0,0,0.9696768522262573,0,0,0.22792285680770874,0,0
2025020834,0.2361687421798706,0,0,0.3348490595817566,0,0,0.01259905099868773,0,0
2025020852,0,0,0,0.7016459703445435,0,0,0.22008973360061646,0,0
2025020862,0.11617493629455566,0,0,0.19675880670547483,0,0,0.22239285707473755,0,0
2025020876,0,0,0,0,0,0,0,0,0
2025020893,0,0,0,0,0,0,0,0,0
2025020904,0,0,0,0,0,0,0,0,0
2025020921,0,0,0,0,0,0,0,0,0
2025020930,0,0,0,0,0,0,0,0,0
2025020948,0,0,0,0,0,0,0,0,0
2025020961,0,0,0,0,0,0,0,0,0
2025020978,0,0,0,0,0,0,0,0,0
