gameId,ixGF_ev,ixGF_pp,ixGF_sh,oxGF_ev,oxGF_pp,oxGF_sh,oxGA_ev,oxGA_pp,oxGA_sh
2011020004,0.14361639833985138,0,0,0.31005165458298023,0,0,0.37696051779399775,0.05191053718085954,0
2011020056,0,0,0,0.08637431181364971,0,0,0.01254989824575918,0.03361038226886687,0
2011020084,0.2502101534236041,0,0,0.37192896508403694,0,0,0.2917399093215458,0,0
2011020104,0.02108180780181836,0,0,0.19173078374957797,0,0,0.21355924330431877,0,0
2011020113,0,0,0,0.2585479969439851,0,0,0.20620480472159855,0,0
2011020131,0.02203927636109826,0,0,0.37949629084992265,0,0,0.34757748404783645,0,0
2011020196,0,0,0,0.0715901841533716,0,0,0.07516664313165973,0,0
2011020212,0.07377595738715283,0,0,0.18307054167557135,0,0,0,0,0
2011020236,0,0,0,0,0,0,0.13671748583016213,0,0
2011020263,0,0,0,0,0,0,0.18879552805414812,0,0
2011020408,0.04918859210752485,0,0,0.3674885191487337,0,0,0.29645560668619725,0,0
2011020425,0,0,0,0,0,0,0.12767507149530216,0,0
2011020435,0.3094977197727536,0,0,0.5086008494967611,0,0,0.24382578656401163,0.13334446909655773,0
2011020455,0.07445843026456084,0,0,0.8273601925218754,0,0,0.4843369162375163,0,0
2011020472,0.16616076839903016,0,0,0.39112780906761085,0,0,0.1465916562981796,0,0
2011020499,0.04385152904204766,0,0,0.4840028261591103,0,0,1.447413634768503,0.37055704965403535,0
2011020515,0.07125679520948451,0,0,0.3422376693251709,0,0,0.2692768208473093,0.06137560563617557,0
2011020532,0,0,0,0.01915295082642182,0,0,0.24934448464907616,0,0.01959211648297429
2011020545,0,0,0,0,0,0,0.08082317500101437,0,0
2011020558,0,0,0,0.201177048754692,0,0,0.2060672143822523,0.05858115978029597,0
2011020575,0.3498944098866328,0,0,0.41345811273751504,0,0,0.807038875512789,0,0
2011020588,0.1312804094196568,0.07681338965684857,0,0.19010192027037257,0.11311696452051537,0,0.03437599742470795,0.05077067488890072,0
2011020609,0.151036888738719,0.06246643451319376,0,0.20165447207417941,0.35555053140181,0,0.6364720394688865,0.14552607695854264,0
2011020627,0.15083546747381155,0,0,0.43302394040966674,0.03783179569208585,0,0.36282303662660165,0.09034866008135876,0.0155754961598254
2011020640,0.5594748562113331,0,0,0.9532670440875777,0,0,0.2094371458352358,0,0
2011020657,0.07756370283299197,0,0,0.4817609999685646,0.05542143878685687,0,0.7483351144290984,0.2701435908870977,0
2011020680,0.40643255984268,0,0,0.8329446580979111,0,0,1.020554132129478,0.18937670258644218,0
2011020693,0.02524919431528514,0.07051461215376603,0,0.22305708938605012,0.15419201077387518,0,0.5797449125253783,0.17469558938121144,0.24006810434068013
2011020711,0.5071229757486104,0.08163283500773152,0,0.574472763824837,0.3578627191585725,0,0.5551527397538407,0,0
2011020732,0.0320639465913032,0,0,0.5698045876793453,0,0,0.05188112923763735,0,0
2011020744,0.14570163753956442,0,0,0.8167242223517908,0,0,0.3056105237425701,0.5373219768876708,0
2011020765,0,0.09081899752185506,0,0.02113888715799172,0.9334178080705201,0,0.1691360882338161,0,0
2011020785,0,0.0839771994893048,0,0.4788088976285675,0.1782861784058997,0,0.6016578197817061,0.16668193633659079,0
2011020800,0.03087752923200893,0,0,0.45757840566848984,0,0,1.2926511468883655,0.5127483396378658,0
2011020810,0.15464717484043589,0,0,0.5650902821801949,0,0,0.7823297725377389,0.4986670458060304,0
2011021105,0.05905224473765191,0,0,0.1147692276993319,0,0,0.34003961832046325,0,0
2011021116,0.03413181568583068,0,0,0.14108316563870363,0,0,0.23175829958913655,0.1113601242504072,0
2011021137,0,0,0,0.10279064207681743,0,0,0.06306150750619957,0.669201722616277,0
2011021150,0,0,0,0,0,0,0.24943901108365402,0,0
2011021166,0.21526894678559863,0.0995658297658763,0,0.5612714915213375,0.1852468025126171,0,0.5561862543836831,0,0.00802077430383698
2011021179,0.18760017161002662,0,0,0.5551758239020556,0,0,0.629580623670577,0.05153940224373017,0
2011021212,0.16585706526083863,0,0,0.5609606722843175,0,0,0.2979083127815169,0.4996169731886816,0.13066363390290422
2011021221,0.00707807648339851,0.06250881110451707,0,0.3766687885182561,0.09782711658850704,0,0.16288859185215673,0,0
