gameId,ixGF_ev,ixGF_pp,ixGF_sh,oxGF_ev,oxGF_pp,oxGF_sh,oxGA_ev,oxGA_pp,oxGA_sh
2022020014,0.03537515123315708,0,0,0.46584814837735383,0,0,0.46475909984128616,0.3047481498900786,0
2022020025,0.06083703737188659,0,0,0.5762442636221392,0,0,0.05443047696391197,0,0
2022020041,0.07752493894212636,0,0,0.4046147340352786,0,0.08161899143805795,0.9348771525596331,0.43691126138988373,0
2022020056,0.03856806095385204,0.07660017746459692,0.07752081331518361,0.18301273026556458,0.07660017746459692,0.5988153382725591,0.3100674641610722,0.19603490633257073,0
2022020071,0.11578026531991165,0,0,0.22407641049774596,0.14610799827803492,0,0.03978717723555217,0.631532096908057,0
2022020090,0.25543278347572695,0,0,0.5394617837908011,0,5.113719870120589e-4,0.3567139450126648,0.46839029759442247,0
2022020103,0.3754126410880281,0,0,0.7906530013485337,0,0,0.11780431615137815,0.07075329651120497,0
2022020112,0.07046169668400182,0,0,0.7312328443233866,0.03376633851041862,0,0.07456815009060297,0.05131918266817977,0
2022020128,0,0.08254067726193598,0,0.5844782922731335,0.21776502329730144,0,0.1596416114028647,0.10090927494520478,0.08889967211280943
2022020156,0.03505213923547916,0.2169242192650918,0,0.18661303485518793,0.7872850248131815,0,1.034374518188074,0.12367185102418962,0
2022020173,0,0,0,0.2162089563702234,0.37524308501394277,0,0.2091027699153301,0,0
2022020189,0.5552319142347232,0.07912304298631176,0,0.6760905880355396,0.07912304298631176,0,0.3841079118444488,0.6437036832375145,0
2022020192,0.1517691942779677,0,0,1.6247618027221935,0.04778312706298956,0,0.38118556529795666,0.08136515232794644,0
2022020207,0.03682266903652476,0,0,0.6104051613378254,0.1432018087155229,0,0.4901118442581109,0.9019218555396229,0
2022020226,0.07067918037550808,0,0,0.5275847592104306,0.11515656867561525,0.00467182440558957,0.7399663988408262,0.8068950114864244,0
2022020253,0.28320113930414026,0,0,0.5042508304277726,0,8.290362293787387e-4,0.21004685845640736,1.2494113196335654,0
